token,tokenToMatch,endReason,tag,tagIndex
HAil,hail,s,,
happy,happy,s,,
Powers,powers,c,,
",",",",s,,
whose,whose,s,,
harmless,harmless,s,strd,0
[sway,[sway,c,,
",",",",n,,
All,all,s,,
the,the,s,considrd,0
Sylvans,sylvans,s,,
do,do,s,,
obey,obey,c,,
;,;,n,,
Had,had,s,considrd,0
those,those,s,,
above,above,s,,
fed,fed,s,,
like,like,s,,
to,to,s,considrd,0
you,you,c,considrd,0
",",",",n,,
(,(,c,,
On,on,s,,
Acorns,acorns,s,,
and,and,s,,
on,on,s,,
Rainbow,rainbow,s,strd,0
Dew,dew,c,,
),),n,,
When,when,s,,
the,the,s,considrd,0
World,world,s,,
lay,lay,s,,
in,in,s,considrd,0
its,its,s,,
Cradle,cradle,c,,
",",",",n,,
And,and,s,,
there,there,s,considrd,0
was,was,s,,
no,no,s,considrd,0
fiddle,fiddle,s,,
faddle,faddle,c,,
",",",",n,,
Saturn,saturn,s,,
had,had,s,considrd,0
still,still,s,,
kept,kept,s,,
his,his,s,considrd,0
Throne,throne,c,,
",",",",n,,
And,and,s,,
not,not,s,,
been,been,s,,
outed,outed,s,,
by,by,s,considrd,0
his,his,s,considrd,0
Son,son,c,,
;,;,n,,
It,it,s,strd,0
Is,is,s,strd,1
headstrong,headstrong,s,strd,0
Wine,wine,c,,
",",",",n,,
And,and,s,,
Manchet,manchet,s,,
fine,fine,c,,
",",",",n,,
That,that,s,considrd,0
irritates,irritates,n,,
Ambitious,ambitious,s,,
pates,pates,c,,
:,:,n,,
Pan,pan,s,,
never,never,s,considrd,0
quarrels,quarrels,s,,
with,with,s,considrd,0
Sylvanus,sylvanus,c,,
",",",",n,,
(,(,c,,
For,for,s,considrd,0
every,every,s,,
Wood-god,wood-god,s,,
worships,worships,s,,
Janus,janus,c,,
),),n,,
The,the,s,considrd,0
beauteous,beauteous,s,,
Nymphs,nymphs,s,,
are,are,s,,
all,all,s,,
in,in,s,considrd,0
common,common,c,considrd,0
",",",",n,,
None's,none's,s,,
the,the,s,considrd,0
better,better,s,,
Gentlewoman,gentlewoman,c,,
;,;,n,,
With,with,s,considrd,0
a,a,s,considrd,0
baneless,baneless,s,,
love,love,s,,
they,they,s,considrd,0
greet,greet,c,,
",",",",n,,
Horns,horns,c,,
",",",",s,,
and,and,s,,
nayls,nayls,c,,
",",",",s,,
and,and,s,,
cloven-feet,cloven-feet,c,,
.,.,n,,
Then,then,s,,
unto,unto,s,,
the,the,s,considrd,0
Woods,woods,s,,
let,let,s,strd,0
us,us,s,strd,1
wander,wander,c,,
",",",",n,,
To,to,s,considrd,0
find,find,s,,
out,out,s,,
Hero,hero,s,,
and,and,s,,
Leander,leander,c,,
.,.,nn,,
Nay,nay,c,,
",",",",s,,
by,by,s,considrd,0
my,my,s,considrd,0
Altars,altars,s,,
that,that,s,considrd,0
are,are,s,,
reaking,reaking,c,,
",",",",n,,
And,and,s,,
those,those,s,,
Lovers,lovers,s,,
that,that,s,considrd,0
are,are,s,,
sneaking,sneaking,c,,
",",",",n,,
Homeward,homeward,s,,
after,after,s,,
full,full,s,,
enjoyment,enjoyment,c,,
",",",",s,,
(...),(...),n,,
Either,either,s,,
accept,accept,s,,
of,of,s,considrd,0
this,this,s,considrd,0
employment,employment,c,strd,0
",",",",n,,
(,(,c,,
Froward,froward,s,,
Boy,boy,c,,
),),s,,
or,or,s,considrd,0
else,else,s,,
I,i,s,strd,0
Will,will,s,strd,1
strip,strip,s,,
the^,the^,c,,
",",",",n,,
And,and,s,,
with,with,s,considrd,0
Rods,rods,s,,
of,of,s,considrd,0
Roses,roses,s,considrd,0
whip,whip,s,,
the^,the^,c,,
;,;,n,,
I,i,s,considrd,0
have,have,s,considrd,0
often,often,s,,
(,(,c,,
to,to,s,considrd,0
my,my,s,considrd,0
sorrow,sorrow,c,,
),),n,,
Felt,felt,s,,
the,the,s,considrd,0
Launcing^,launcing^,s,,
of,of,s,considrd,0
thy,thy,s,considrd,0
Arrow,arrow,c,,
",",",",n,,
Jove,jove,s,,
and,and,s,,
Juno,juno,c,,
",",",",s,,
Hermes,hermes,c,,
",",",",s,,
Hebe,hebe,c,,
",",",",n,,
Mavors,mavors,c,,
",",",",s,,
