token,tokenToMatch,endReason,tag,tagIndex
SOft,soft,c,,
",",",",s,,
subtle,subtle,s,strd,0
fire,fire,c,considrd,0
",",",",s,,
thou,thou,s,considrd,0
soul,soul,s,strd,0
of,of,s,considrd,0
art,art,c,,
",",",",n,,
Now,now,s,,
do,do,s,strd,0
thy,thy,s,considrd,0
part,part,n,,
On,on,s,,
weaker,weaker,s,,
Nature,nature,c,,
",",",",s,,
that,that,s,considrd,0
through,through,s,,
age,age,s,,
is,is,s,considrd,0
lamed,lamed,c,,
.,.,n,,
Take,take,s,considrd,0
but,but,s,,
thy,thy,s,considrd,0
time,time,c,,
",",",",s,,
now,now,s,,
she,she,s,considrd,0
is,is,s,considrd,0
old,old,c,,
",",",",n,,
And,and,s,,
the,the,s,considrd,0
Sun,sun,s,strd,0
her,her,s,,
friend,friend,s,,
grown,grown,s,strd,0
cold,cold,c,,
",",",",n,,
She,she,s,considrd,0
will,will,s,,
no,no,s,considrd,0
more,more,c,,
",",",",s,,
in,in,s,considrd,0
strife,strife,s,,
with,with,s,considrd,0
thee,thee,s,,
be,be,s,considrd,0
named,named,c,,
.,.,n,,
Look,look,c,strd,0
",",",",s,,
but,but,s,,
how,how,s,,
few,few,s,,
confess,confess,s,strd,0
her,her,s,,
now,now,c,,
",",",",n,,
In,in,s,considrd,0
cheek,cheek,s,strd,0
or,or,s,considrd,0
browe,browe,c,,
!,!,n,,
From,from,s,,
every,every,s,strd,0
head,head,c,,
",",",",s,,
almost,almost,c,,
",",",",s,,
how,how,s,,
she,she,s,considrd,0
is,is,s,considrd,0
frighted,frighted,c,,
.,.,n,,
The,the,s,considrd,0
very,very,s,,
age,age,s,,
abhorres,abhorres,s,,
her,her,s,,
so,so,c,,
",",",",n,,
That,that,s,considrd,0
it,it,s,,
learnes,learnes,s,,
to,to,s,considrd,0
speak,speak,s,strd,0
and,and,s,,
go,go,n,strd,0
As,as,s,considrd,0
if,if,s,,
by,by,s,considrd,0
art,art,s,,
alone,alone,s,,
it,it,s,,
could,could,s,,
be,be,s,considrd,0
righted,righted,c,,
.,.,nn,,
STay,stay,c,,
",",",",s,,
see,see,c,,
!,!,s,,
our,our,s,,
Mercury,mercury,s,,
is,is,s,considrd,0
coming,coming,s,strd,0
forth,forth,c,,
;,;,s,,
Art,art,s,,
and,and,s,,
all,all,s,,
the,the,s,considrd,0
Elements,elements,s,,
assist,assist,c,,
.,.,s,,
Call,call,n,,
forth,forth,s,,
our,our,s,,
Philosophers,philosophers,c,,
.,.,s,,
He,he,s,considrd,0
will,will,s,,
be,be,s,strd,0
gone,gone,c,strd,0
",",",",s,,
he,he,s,considrd,0
will,will,s,,
euaporate,euaporate,c,,
.,.,s,,
Dear,dear,s,strd,0
Mercury,mercury,c,,
!,!,n,,
help,help,c,strd,0
.,.,s,,
He,he,s,considrd,0
flies,flies,c,,
.,.,s,,
He,he,s,considrd,0
is,is,s,considrd,0
escaped,escaped,c,strd,0
.,.,s,,
Precious,precious,s,,
golden,golden,s,,
Mercury,mercury,c,,
",",",",s,,
be,be,s,considrd,0
fixed,fixed,c,strd,0
;,;,s,,
be,be,s,considrd,0
not,not,s,,
so,so,n,,
volatile,volatile,c,,
.,.,s,,
Will,will,s,,
none,none,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Sons,sons,s,strd,0
of,of,s,considrd,0
Art,art,s,,
appear,appear,nnn,strd,0
NOw,now,s,,
the,the,s,considrd,0
place,place,s,,
and,and,s,,
goodness,goodness,s,strd,0
of,of,s,considrd,0
it,it,s,,
protect,protect,s,,
me,me,c,,
.,.,s,,
One,one,s,,
tenderhearted,tenderhearted,s,strd,0
creature,creature,c,,
",",",",s,,
or,or,n,considrd,0
other,other,c,,
",",",",s,,
save,save,s,strd,0
Mercury,mercury,c,,
",",",",s,,
and,and,s,,
free,free,s,,
him,him,c,,
.,.,s,,
Never,never,s,strd,0
an,an,s,,
old,old,s,strd,0
Gentlewoman,gentlewoman,s,,
in,in,s,strd,0
the,the,s,strd,1
house,house,c,,
",",",",s,,
that,that,n,considrd,0
has,has,s,considrd,0
a,a,s,considrd,0
wrinckle,wrinckle,s,,
about,about,s,,
her,her,c,,
",",",",s,,
to,to,s,considrd,0
hide,hide,s,,
me,me,s,strd,0
in,in,c,considrd,0
?,?,s,,
I,i,s,considrd,0
could,could,s,,
run,run,s,,
into,into,s,considrd,0
a,a,s,considrd,0
Seruing-womans,seruing-womans,n,,
pocket,pocket,s,,
now,now,c,,
;,;,s,,
her,her,s,,
glove,glove,c,strd,0
",",",",s,,
any,any,s,,
little,little,s,,
hole,hole,c,,
.,.,s,,
Some,some,s,,
merciful,merciful,s,strd,0
vardingale,vardingale,s,,
among,among,s,,
so,so,n,,
many,many,c,,
",",",",s,,
be,be,s,considrd,0
bounteous,bounteous,c,,
",",",",s,,
and,and,s,,
undertake,undertake,s,strd,0
me,me,c,,
:,:,s,,
I,i,s,considrd,0
will,will,s,,
stand,stand,c,,
",",",",s,,
close,close,c,,
",",",",s,,
up,up,c,strd,0
",",",",s,,
any,any,s,,
where,where,c,,
",",",",s,,
to,to,n,considrd,0
escape,escape,s,,
this,this,s,considrd,0
polt-footed,polt-footed,s,,
Philosopher,philosopher,c,,
",",",",s,,
old,old,s,,
Smug,smug,s,,
here,here,s,,
of,of,s,considrd,0
Lemnos,lemnos,c,,
",",",",s,,
and,and,s,,
his,his,s,considrd,0
smoaky,smoaky,n,,
family,family,c,strd,0
.,.,s,,
Has,has,s,considrd,0
he,he,s,considrd,0
given,given,s,strd,0
me,me,s,strd,0
time,time,s,,
to,to,s,considrd,0
breathe,breathe,c,,
?,?,s,,
O,o,s,,
the,the,s,considrd,0
variety,variety,s,,
of,of,s,considrd,0
torment,torment,c,,
",",",",s,,
that,that,s,considrd,0
I,i,n,considrd,0
have,have,s,strd,0
endured,endured,s,strd,0
in,in,s,considrd,0
the,the,s,considrd,0
reign,reign,s,strd,0
of,of,s,considrd,0
the,the,s,considrd,0
Cyclops,cyclops,c,,
",",",",s,,
beyond,beyond,s,,
the,the,s,considrd,0
most,most,s,,
exquisite,exquisite,s,,
wit,wit,s,,
of,of,n,considrd,0
Tyrannes,tyrannes,c,,
.,.,s,,
The,the,s,considrd,0
whole,whole,s,,
household,household,s,strd,0
of,of,s,considrd,0
'hem,'hem,s,,
are,are,s,,
become,become,s,,
Alchymists,alchymists,s,,
(,(,c,,
since,since,s,,
their,their,s,considrd,0
trade,trade,n,,
of,of,s,considrd,0
