token,tokenToMatch,endReason,tag,tagIndex
HAste,haste,c,,
",",",",s,,
Loyal,loyal,s,,
Britons,britons,c,,
",",",",s,,
haste,haste,c,,
",",",",s,,
prepare,prepare,c,,
;,;,n,,
William,william,c,,
",",",",s,,
Victorious,victorious,s,,
William,william,s,,
comes,comes,c,,
.,.,n,,
Sound,sound,c,,
",",",",s,,
sound,sound,s,,
ye,ye,s,,
Trumpets,trumpets,c,,
",",",",s,,
beat,beat,s,,
ye,ye,s,,
Drums,drums,c,,
;,;,n,,
A,a,s,considrd,0
Martial,martial,s,,
Sound,sound,s,,
best,best,s,,
greets,greets,s,,
a,a,s,considrd,0
Martial,martial,s,,
Ear,ear,c,,
.,.,n,,
Haste,haste,c,,
",",",",s,,
Loyal,loyal,s,,
Britons,britons,c,,
",",",",s,,
haste,haste,c,,
",",",",s,,
prepare,prepare,c,,
;,;,n,,
William,william,s,,
Victorious,victorious,s,,
William,william,s,,
comes,comes,c,,
.,.,n,,
How,how,s,,
glorious,glorious,s,,
is,is,s,considrd,0
the,the,s,considrd,0
Hero's,hero's,s,,
Fate,fate,c,,
!,!,n,,
As,as,s,considrd,0
angry,angry,s,,
Winds,winds,s,,
increase,increase,s,strd,0
a,a,s,considrd,0
Flame,flame,c,,
",",",",n,,
His,his,s,considrd,0
Foes,foes,s,,
but,but,s,,
fight,fight,s,,
to,to,s,considrd,0
raise,raise,s,,
his,his,s,considrd,0
Fame,fame,c,,
;,;,n,,
And,and,s,,
Lewis,lewis,s,,
gained,gained,s,strd,0
but,but,s,,
to,to,s,considrd,0
make,make,s,,
William,william,s,,
great,great,c,considrd,0
.,.,n,,
How,how,s,,
glorious,glorious,s,,
is,is,s,considrd,0
the,the,s,considrd,0
Hero's,hero's,s,,
Fate,fate,c,,
!,!,n,,
Lo,lo,c,,
!,!,s,,
Namure,namure,c,,
",",",",s,,
which,which,s,considrd,0
a,a,s,considrd,0
Power,power,s,strd,0
immense,immense,n,,
Outdid,outdid,s,,
it,it,s,,
self,self,s,,
to,to,s,considrd,0
conquer,conquer,s,,
and,and,s,,
to,to,s,considrd,0
fence,fence,c,,
",",",",n,,
Tho,tho,s,,
thronged,thronged,s,strd,0
with,with,s,considrd,0
fierce,fierce,s,,
defying,defying,s,,
Gauls,gauls,c,,
",",",",n,,
To,to,s,considrd,0
William,william,s,,
yields,yields,s,,
its,its,s,,
boasted,boasted,s,,
Walls,walls,c,,
.,.,n,,
In,in,s,considrd,0
vain,vain,s,,
its,its,s,,
threatening,threatening,s,strd,0
Champions,champions,s,,
forward,forward,s,,
move,move,c,,
;,;,n,,
Like,like,s,,
Mars,mars,s,,
He,he,s,considrd,0
dares,dares,c,,
",",",",s,,
and,and,s,,
strikes,strikes,s,,
like,like,s,,
Jove,jove,c,,
.,.,n,,
See,see,c,,
!,!,s,,
numberless,numberless,s,,
they,they,s,considrd,0
come,come,c,,
",",",",s,,
all,all,s,,
Gallia,gallia,s,,
takes,takes,s,,
the,the,s,considrd,0
Field,field,c,,
!,!,n,,
He,he,s,considrd,0
Looks,looks,c,,
",",",",s,,
They,they,s,considrd,0
fly,fly,c,,
;,;,s,,
He,he,s,considrd,0
storms,storms,c,,
",",",",s,,
They,they,s,considrd,0
yield,yield,c,,
.,.,n,,
Thus,thus,c,,
",",",",s,,
Peace,peace,s,,
and,and,s,,
Freedom,freedom,s,,
to,to,s,considrd,0
bestow,bestow,c,,
",",",",n,,
With,with,s,considrd,0
Thought,thought,s,,
He,he,s,considrd,0
orders,orders,c,,
",",",",s,,
and,and,s,,
performs,performs,s,,
with,with,s,considrd,0
Flame,flame,c,,
:,:,n,,
Fate,fate,s,,
by,by,s,considrd,0
his,his,s,considrd,0
Prudence,prudence,s,,
takes,takes,s,,
its,its,s,,
Aim,aim,c,,
",",",",n,,
And,and,s,,
by,by,s,considrd,0
his,his,s,considrd,0
Valor,valor,s,strd,0
strikes,strikes,s,,
the,the,s,considrd,0
Blow,blow,c,,
.,.,n,,
Proud,proud,s,,
Lewis,lewis,c,,
",",",",s,,
from,from,s,,
this,this,s,considrd,0
Era,era,s,strd,0
date,date,s,,
thy,thy,s,considrd,0
fall,fall,c,,
:,:,n,,
He,he,s,considrd,0
who,who,s,considrd,0
thus,thus,s,,
conquered,conquered,c,strd,0
",",",",s,,
soon,soon,s,,
may,may,s,,
conquer,conquer,s,,
all,all,c,,
;,;,n,,
Yet,yet,s,,
toyls,toyls,s,,
but,but,s,,
for,for,s,considrd,0
the,the,s,considrd,0
World's,world's,s,,
Repose,repose,c,,
;,;,n,,
And,and,s,,
Tyrants,tyrants,s,,
are,are,s,,
his,his,s,considrd,0
only,only,s,,
Foes,foes,c,,
.,.,n,,
Hail,hail,c,,
!,!,s,,
Glorious,glorious,s,,
Monarch,monarch,s,,
Britain's,britain's,s,,
Pride,pride,c,,
",",",",n,,
Europe's,europe's,s,,
Prop,prop,s,,
the,the,s,considrd,0
World's,world's,s,,
Delight,delight,c,,
!,!,n,,
Thus,thus,s,,
every,every,s,strd,0
year,year,s,,
triumphant,triumphant,s,,
ride,ride,c,,
",",",",n,,
Till,till,s,,
Peace,peace,s,,
and,and,s,,
Freedom,freedom,s,,
crown,crown,s,,
thy,thy,s,considrd,0
Right,right,c,,
.,.,nn,,
