token,tokenToMatch,endReason,tag,tagIndex
THE,the,s,considrd,0
SECOND,second,s,,
PART,part,s,,
OF,of,s,considrd,0
THOMASO,thomaso,c,,
",",",",s,,
OR,or,c,considrd,0
",",",",s,,
The,the,s,considrd,0
Wanderer,wanderer,c,,
:,:,s,,
A,a,s,considrd,0
COMEDY,comedy,c,,
.,.,s,,
The,the,s,considrd,0
Scene,scene,s,,
MADRID,madrid,c,,
.,.,nn,,
Written,written,s,,
in,in,s,considrd,0
MADRID,madrid,s,,
BY,by,s,considrd,0
THOMAS,thomas,s,,
KILLIGREW,killigrew,c,,
.,.,nn,,
LONDON,london,c,,
:,:,s,,
Printed,printed,s,,
by,by,s,considrd,0
J,j,c,,
.,.,s,,
M,m,c,,
.,.,s,,
for,for,s,considrd,0
Henry,henry,s,,
Herringman,herringman,c,,
",",",",s,,
and,and,s,,
are,are,s,,
to,to,s,considrd,0
be,be,s,considrd,0
sold,sold,s,,
at,at,s,considrd,0
his,his,s,considrd,0
Shop,shop,n,,
at,at,s,considrd,0
the,the,s,considrd,0
sign,sign,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Blew,blew,s,,
Anchor,anchor,c,,
",",",",s,,
in,in,s,considrd,0
the,the,s,considrd,0
lower,lower,s,,
Walk,walk,s,,
of,of,s,considrd,0
the,the,s,considrd,0
New-Exchange,new-exchange,c,,
.,.,s,,
1663,1663,nn,,
YOu,you,s,considrd,0
rise,rise,s,,
late,late,c,,
",",",",s,,
methinks,methinks,c,,
!,!,nnn,,
At,at,s,considrd,0
Feasts,feasts,s,,
men,men,s,,
sit,sit,s,,
long,long,c,,
",",",",s,,
and,and,s,,
the,the,s,considrd,0
Rogue,rogue,s,,
made,made,s,,
me,me,s,,
a,a,s,considrd,0
kind,kind,s,,
one,one,c,,
;,;,s,,
she,she,s,considrd,0
bound,bound,s,,
me,me,s,,
in,in,s,considrd,0
her,her,n,,
bed,bed,c,,
",",",",s,,
where,where,s,,
we,we,s,considrd,0
so,so,s,,
kissed,kissed,s,strd,0
and,and,s,,
talked,talked,s,strd,0
over,over,s,considrd,0
the,the,s,considrd,0
stories,stories,s,,
of,of,s,considrd,0
passed,passed,s,strd,0
love,love,c,,
.,.,s,,
She,she,s,considrd,0
swore,swore,n,,
'twas,'twas,s,,
not,not,s,,
day,day,s,,
till,till,s,,
the,the,s,considrd,0
procession,procession,s,,
was,was,s,,
passed,passed,nnn,strd,0
It,it,s,strd,0
Is,is,s,strd,1
a,a,s,considrd,0
kind,kind,s,,
and,and,s,,
a,a,s,considrd,0
bucksome,bucksome,s,,
Girl,girl,c,strd,0
;,;,s,,
but,but,s,,
I,i,s,considrd,0
am,am,s,,
for,for,s,considrd,0
her,her,s,,
Sister,sister,s,,
who,who,s,considrd,0
has,has,s,considrd,0
promised,promised,s,strd,0
me,me,n,,
we,we,s,considrd,0
shall,shall,s,considrd,0
be,be,s,considrd,0
merry,merry,s,,
at,at,s,considrd,0
night,night,c,,
;,;,s,,
but,but,s,,
what,what,s,,
will,will,s,,
your,your,s,,
Angellica,angellica,s,,
say,say,s,,
when,when,s,,
she,she,s,considrd,0
shall,shall,n,considrd,0
hear,hear,s,,
you,you,s,considrd,0
lay,lay,s,,
here,here,nnn,,
Say,say,c,,
",",",",s,,
as,as,s,considrd,0
much,much,s,,
as,as,s,considrd,0
I,i,s,considrd,0
do,do,s,,
when,when,s,,
I,i,s,considrd,0
hear,hear,s,,
Don,don,s,,
Pedro,pedro,s,,
lay,lay,s,,
there,there,c,considrd,0
;,;,s,,
why,why,c,,
",",",",s,,
do,do,s,strd,0
thou,thou,s,considrd,0
think,think,n,,
I,i,s,strd,0
Will,will,s,strd,1
be,be,s,considrd,0
tied,tied,s,strd,0
to,to,s,considrd,0
one,one,s,,
Wench,wench,c,,
",",",",s,,
Ferdinando,ferdinando,c,,
?,?,s,,
No,no,c,considrd,0
",",",",s,,
I,i,s,considrd,0
am,am,s,,
for,for,s,considrd,0
a,a,s,considrd,0
herd,herd,s,,
of,of,s,considrd,0
Whores,whores,c,,
",",",",s,,
or,or,s,considrd,0
one,one,n,,
honest,honest,s,,
woman,woman,c,,
;,;,s,,
while,while,s,,
I,i,s,considrd,0
am,am,s,,
an,an,s,,
out-lying,out-lying,s,,
Deer,deer,c,,
",",",",s,,
have,have,s,considrd,0
at,at,s,considrd,0
any,any,s,,
man's,man's,s,strd,0
Corn,corn,c,,
;,;,s,,
impale,impale,s,,
me,me,n,,
and,and,s,,
take,take,s,considrd,0
me,me,nnn,,
What,what,s,,
do,do,s,,
you,you,s,considrd,0
resolve,resolve,s,,
this,this,s,considrd,0
morning,morning,c,,
?,?,nnn,,
Why,why,c,,
",",",",s,,
I,i,s,considrd,0
must,must,s,,
find,find,s,,
Harrigo,harrigo,c,,
",",",",s,,
I,i,s,considrd,0
have,have,s,considrd,0
some,some,s,,
business,business,s,,
with,with,s,considrd,0
him,him,c,,
.,.,nnn,,
And,and,s,,
I,i,s,considrd,0
am,am,s,,
for,for,s,considrd,0
that,that,s,considrd,0
visit,visit,s,,
I,i,s,considrd,0
told,told,s,,
you,you,s,considrd,0
of,of,c,considrd,0
.,.,nnn,,
And,and,s,,
pray,pray,c,,
",",",",s,,
Captain,captain,c,,
",",",",s,,
solicit,solicit,s,strd,0
your,your,s,,
Tailor,tailor,s,strd,0
not,not,s,,
to,to,s,considrd,0
fail,fail,s,,
of,of,s,considrd,0
my,my,s,considrd,0
clothes,clothes,s,,
to,to,s,considrd,0
morrow,morrow,c,,
;,;,n,,
you,you,s,considrd,0
know,know,s,,
Saint,saint,s,considrd,0
Cicilia,cicilia,s,,
is,is,s,considrd,0
my,my,s,considrd,0
Saint,saint,c,considrd,0
",",",",s,,
and,and,s,,
we,we,s,considrd,0
must,must,s,,
keep,keep,s,,
her,her,s,,
feast,feast,s,,
to,to,s,considrd,0
morrow,morrow,c,,
;,;,s,,
and,and,n,,
then,then,c,,
",",",",s,,
Ferdinando,ferdinando,c,,
",",",",s,,
you,you,s,considrd,0
shall,shall,s,considrd,0
see,see,s,,
I,i,s,strd,0
Will,will,s,strd,1
change,change,s,,
my,my,s,considrd,0
Garb,garb,c,,
",",",",s,,
and,and,s,,
step,step,c,,
",",",",s,,
when,when,s,,
I,i,s,considrd,0
come,come,n,,
forth,forth,s,,
Don,don,s,,
Thomaso,thomaso,nnn,,
And,and,s,,
Don,don,s,,
Cornelio,cornelio,s,,
leap,leap,s,,
into,into,s,considrd,0
Monsieur,monsieur,s,,
Con,con,c,,
",",",",s,,
with,with,s,considrd,0
long,long,s,,
Hose,hose,c,,
",",",",s,,
and,and,s,,
a,a,s,considrd,0
short,short,s,,
Coat,coat,c,,
",",",",s,,
and,and,n,,
after,after,s,,
they,they,s,considrd,0
have,have,s,considrd,0
been,been,s,,
seen,seen,s,,
here,here,c,,
",",",",s,,
sometime,sometime,s,,
away,away,c,,
;,;,s,,
and,and,s,,
become,become,s,,
an,an,s,,
honor,honor,s,strd,0
to,to,s,considrd,0
the,the,n,considrd,0
Regiment,regiment,s,,
in,in,s,considrd,0
Portugal,portugal,nnn,,
What,what,c,,
",",",",s,,
it,it,s,strd,0
is,is,s,strd,1
a,a,s,considrd,0
bargain,bargain,s,,
then,then,s,,
I,i,s,considrd,0
see,see,c,,
",",",",s,,
Coat,coat,s,,
and,and,s,,
all,all,c,,
?,?,nnn,,
All,all,c,,
",",",",s,,
for,for,s,considrd,0
the,the,s,considrd,0
new,new,s,considrd,0
Buff-coat,buff-coat,s,,
and,and,s,,
old,old,s,,
kindness,kindness,s,,
sake,sake,c,,
",",",",s,,
upon,upon,s,,
the,the,s,considrd,0
condition,condition,s,,
he,he,s,considrd,0
wears,wears,n,,
it,it,s,,
at,at,s,considrd,0
Saint,saint,s,considrd,0
Cicilia's,cicilia's,s,,
feast,feast,c,,
;,;,s,,
and,and,s,,
therefore,therefore,s,,
haste,haste,s,,
your,your,s,,
stitcher,stitcher,s,,
that,that,s,considrd,0
I,i,s,considrd,0
may,may,s,,
get,get,n,,
my,my,s,considrd,0
self,self,s,,
sheathed,sheathed,s,strd,0
in,in,s,considrd,0
Don,don,c,,
;,;,s,,
Come,come,c,,
",",",",s,,
Harrigo,harrigo,s,,
expects,expects,s,,
us,us,s,,
at,at,s,considrd,0
home,home,nn,,
How,how,s,,
now,now,c,,
",",",",s,,
the,the,s,considrd,0
news,news,c,,
?,?,s,,
we,we,s,considrd,0
were,were,s,,
coming,coming,s,,
to,to,s,considrd,0
you,you,c,considrd,0
.,.,nnn,,
Have,have,s,considrd,0
you,you,s,considrd,0
heard,heard,s,,
nothing,nothing,s,,
this,this,s,considrd,0
morning,morning,c,,
?,?,nnn,,
No,no,c,considrd,0
",",",",s,,
what,what,s,,
is,is,c,strd,0
it,it,c,strd,1
?,?,nnn,,
Nothing,nothing,s,,
of,of,s,considrd,0
news,news,c,,
?,?,nnn,,
Nothing,nothing,c,,
",",",",s,,
what,what,s,,
is,is,s,considrd,0
it,it,c,,
?,?,s,,
some,some,s,,
roguery,roguery,s,,
I,i,s,considrd,0
see,see,s,,
by,by,s,considrd,0
his,his,s,considrd,0
eyes,eyes,c,,
.,.,nnn,,
Such,such,s,,
mirth,mirth,c,,
",",",",s,,
if,if,s,,
you,you,s,considrd,0
can,can,s,,
laugh,laugh,s,,
at,at,s,considrd,0
the,the,s,considrd,0
affliction,affliction,s,,
of,of,s,considrd,0
a,a,s,considrd,0
friend,friend,c,,
.,.,nnn,,
Who,who,c,considrd,0
?,?,s,,
Edwardo,edwardo,c,,
",",",",s,,
upon,upon,s,,
my,my,s,considrd,0
life,life,c,,
",",",",s,,
beaten,beaten,c,,
",",",",s,,
robbed,robbed,s,strd,0
and,and,s,,
thrown,thrown,s,,
out,out,s,,
at,at,s,considrd,0
a,a,s,considrd,0
Window,window,c,,
!,!,nnn,,
Not,not,s,,
altogether,altogether,s,,
so,so,s,,
ill,ill,c,,
;,;,s,,
but,but,s,,
beaten,beaten,s,,
he,he,s,considrd,0
is,is,s,considrd,0
and,and,s,,
robbed,robbed,c,strd,0
",",",",s,,
turned,turned,s,strd,0
out,out,s,,
of,of,s,considrd,0
doors,doors,s,,
naked,naked,c,,
",",",",n,,
at,at,s,considrd,0
midnight,midnight,c,strd,0
;,;,s,,
h'as,h'as,s,,
lost,lost,s,,
six,six,s,,
hundred,hundred,s,,
crowns,crowns,s,,
in,in,s,considrd,0
gold,gold,c,,
",",",",s,,
besides,besides,s,,
a,a,s,considrd,0
Watch,watch,c,,
",",",",s,,
Rings,rings,s,,
and,and,n,,
Seals,seals,c,,
;,;,s,,
the,the,s,considrd,0
Guard,guard,s,,
brought,brought,s,,
him,him,s,,
to,to,s,considrd,0
our,our,s,,
house,house,c,,
",",",",s,,
to,to,s,considrd,0
see,see,s,,
who,who,s,considrd,0
knew,knew,s,,
him,him,c,,
;,;,s,,
'twas,'twas,s,,
such,such,s,,
a,a,n,considrd,0
sight,sight,s,,
to,to,s,considrd,0
see,see,s,,
him,him,s,,
come,come,s,,
in,in,s,considrd,0
torn,torn,s,,
and,and,s,,
bloody,bloody,c,,
;,;,s,,
and,and,s,,
yet,yet,s,,
no,no,s,considrd,0
man,man,s,,
durst,durst,s,,
pity,pity,s,,
him,him,c,,
",",",",s,,
or,or,n,considrd,0
laugh,laugh,s,,
at,at,s,considrd,0
him,him,c,,
;,;,s,,
he,he,s,considrd,0
storms,storms,s,,
yet,yet,c,,
",",",",s,,
and,and,s,,
will,will,s,,
not,not,s,,
endure,endure,s,,
a,a,s,considrd,0
Question,question,c,,
;,;,s,,
he,he,s,considrd,0
struck,struck,s,,
the,the,n,considrd,0
Porter,porter,s,,
for,for,s,considrd,0
asking,asking,s,,
him,him,s,,
who,who,s,considrd,0
abused,abused,s,strd,0
him,him,nnn,,
I,i,s,considrd,0
am,am,s,,
sick,sick,s,,
till,till,s,,
I,i,s,considrd,0
see,see,s,,
him,him,c,,
;,;,s,,
let,let,s,strd,0
us,us,s,strd,1
away,away,c,,
",",",",s,,
and,and,s,,
study,study,s,,
as,as,s,considrd,0
we,we,s,considrd,0
go,go,s,,
home,home,s,,
to,to,s,considrd,0
abuse,abuse,s,,
him,him,c,,
;,;,n,,
the,the,s,considrd,0
Rogue,rogue,s,,
has,has,s,considrd,0
been,been,s,,
so,so,s,,
wantonly,wantonly,s,,
bred,bred,s,,
in,in,s,considrd,0
perpetual,perpetual,s,,
plenty,plenty,c,,
",",",",s,,
you,you,s,considrd,0
shall,shall,s,considrd,0
see,see,s,,
how,how,n,,
shittenly,shittenly,s,,
he,he,s,strd,0
will,will,s,strd,1
look,look,s,,
without,without,s,,
money,money,s,,
in,in,s,considrd,0
his,his,s,considrd,0
Purse,purse,c,,
",",",",s,,
and,and,s,,
how,how,s,,
sneakingly,sneakingly,s,,
he,he,s,strd,0
will,will,s,strd,1
borrow,borrow,c,,
",",",",n,,
and,and,s,,
how,how,s,,
scurvily,scurvily,s,,
he,he,s,strd,0
will,will,s,strd,1
ask,ask,s,,
a,a,s,considrd,0
courtesy,courtesy,nnn,strd,0
He,he,s,considrd,0
was,was,s,,
never,never,s,considrd,0
out,out,s,,
of,of,s,considrd,0
his,his,s,considrd,0
depth,depth,s,,
before,before,c,,
;,;,s,,
you,you,s,considrd,0
shall,shall,s,considrd,0
see,see,s,,
him,him,s,,
plunge,plunge,s,,
and,and,s,,
struggle,struggle,n,,
like,like,s,,
a,a,s,considrd,0
young,young,s,,
swimmer,swimmer,s,,
to,to,s,considrd,0
get,get,s,,
of,of,s,considrd,0
the,the,s,considrd,0
puddle,puddle,c,,
;,;,s,,
'twas,'twas,s,,
well,well,s,,
I,i,s,considrd,0
took,took,s,,
the,the,s,considrd,0
rest,rest,s,,
of,of,s,considrd,0
our,our,n,,
money,money,s,,
from,from,s,,
him,him,s,,
last,last,s,,
night,night,nnn,,
He,he,s,considrd,0
shall,shall,s,considrd,0
bite,bite,s,,
upon,upon,s,,
the,the,s,considrd,0
Bridle,bridle,c,,
",",",",s,,
'twill,'twill,s,,
him,him,s,,
make,make,s,,
hear,hear,s,,
reason,reason,s,,
the,the,s,considrd,0
sooner,sooner,n,,
hereafter,hereafter,c,,
;,;,s,,
my,my,s,considrd,0
Bills,bills,s,,
are,are,s,,
as,as,s,considrd,0
good,good,s,,
as,as,s,considrd,0
his,his,s,considrd,0
now,now,c,,
;,;,s,,
he,he,s,considrd,0
shall,shall,s,considrd,0
want,want,s,,
nothing,nothing,c,,
",",",",s,,
but,but,s,,
I,i,n,strd,0
Am,am,n,strd,1
resolved,resolved,s,strd,0
I,i,s,considrd,0
will,will,s,,
not,not,s,,
offer,offer,s,,
him,him,s,,
a,a,s,considrd,0
Ryall,ryall,c,,
;,;,s,,
I,i,s,strd,0
Will,will,s,strd,1
have,have,s,considrd,0
the,the,s,considrd,0
pleasure,pleasure,s,,
of,of,s,considrd,0
acting,acting,s,,
his,his,n,considrd,0
part,part,s,,
a,a,s,considrd,0
while,while,c,,
;,;,s,,
not,not,s,,
one,one,s,,
of,of,s,considrd,0
these,these,s,,
black,black,s,,
Dogs,dogs,s,,
shall,shall,s,considrd,0
stir,stir,s,,
out,out,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Kennel,kennel,s,,
before,before,n,,
he,he,s,considrd,0
whistle,whistle,c,,
;,;,s,,
you,you,s,considrd,0
know,know,c,,
",",",",s,,
Ferdinando,ferdinando,c,,
",",",",s,,
I,i,s,considrd,0
prophesi'd,prophesi'd,s,,
this,this,s,considrd,0
last,last,s,,
night,night,nnn,,
Prithee,prithee,c,,
",",",",s,,
let,let,s,strd,0
us,us,s,strd,1
find,find,s,,
him,him,s,,
ere,ere,s,,
he,he,s,considrd,0
has,has,s,considrd,0
time,time,s,,
to,to,s,considrd,0
get,get,s,,
to,to,s,considrd,0
bed,bed,c,,
;,;,s,,
for,for,s,considrd,0
the,the,s,considrd,0
sight,sight,s,,
will,will,s,,
be,be,n,considrd,0
half,half,s,,
the,the,s,considrd,0
jest,jest,c,,
",",",",s,,
and,and,s,,
I,i,s,considrd,0
long,long,s,,
to,to,s,considrd,0
see,see,s,,
him,him,s,,
just,just,s,,
as,as,s,considrd,0
the,the,s,considrd,0
Wench,wench,s,,
has,has,s,considrd,0
dressed,dressed,s,strd,0
him,him,s,,
for,for,s,considrd,0
a,a,n,considrd,0
Comedy,comedy,c,,
;,;,s,,
where,where,s,,
is,is,s,considrd,0
he,he,s,considrd,0
now,now,nnn,,
Gone,gone,s,,
home,home,s,,
in,in,s,considrd,0
a,a,s,considrd,0
chair,chair,c,,
.,.,nnn,,
EDwardo,edwardo,c,,
",",",",s,,
how,how,s,,
now,now,c,,
!,!,s,,
bloody,bloody,c,,
",",",",s,,
not,not,s,,
wounded,wounded,s,,
I,i,s,considrd,0
hope,hope,c,,
.,.,nnn,,
for,for,s,considrd,0
the,the,s,considrd,0
blood,blood,c,,
",",",",s,,
I,i,s,strd,0
Am,am,s,strd,1
sure,sure,s,,
it,it,s,strd,0
is,is,s,strd,1
none,none,s,,
of,of,s,considrd,0
mine,mine,c,,
;,;,s,,
and,and,s,,
I,i,s,considrd,0
I,i,s,considrd,0
have,have,s,considrd,0
the,the,s,considrd,0
satisfaction,satisfaction,s,,
of,of,n,considrd,0
beating,beating,s,,
my,my,s,considrd,0
Bedfellow,bedfellow,s,strd,0
beyond,beyond,s,,
a,a,s,considrd,0
Jest,jest,c,,
",",",",s,,
what,what,s,,
ere,ere,s,,
he,he,s,considrd,0
meant,meant,s,,
by,by,s,considrd,0
his,his,s,considrd,0
visit,visit,c,,
;,;,s,,
And,and,s,,
I,i,s,considrd,0
had,had,n,considrd,0
burst,burst,s,,
my,my,s,considrd,0
Gall,gall,s,,
when,when,s,,
I,i,s,considrd,0
found,found,s,,
my,my,s,considrd,0
self,self,s,,
cozened,cozened,c,strd,0
",",",",s,,
had,had,s,considrd,0
it,it,s,,
not,not,s,,
been,been,s,,
for,for,s,considrd,0
the,the,s,considrd,0
vent,vent,s,,
my,my,n,considrd,0
Rage,rage,s,,
took,took,s,,
by,by,s,considrd,0
discharging,discharging,s,,
my,my,s,considrd,0
Heart,heart,s,,
upon,upon,s,,
him,him,c,,
",",",",s,,
who,who,s,considrd,0
must,must,s,,
needs,needs,s,,
be,be,s,considrd,0
as,as,s,considrd,0
full,full,s,,
of,of,s,considrd,0
wonder,wonder,n,,
to,to,s,considrd,0
find,find,s,,
his,his,s,considrd,0
Ears,ears,s,,
beaten,beaten,s,,
with,with,s,considrd,0
English,english,s,,
and,and,s,,
blows,blows,c,,
;,;,s,,
for,for,s,considrd,0
the,the,s,considrd,0
Devil,devil,s,,
a,a,s,considrd,0
word,word,s,,
of,of,s,considrd,0
Spanish,spanish,n,,
could,could,s,,
I,i,s,considrd,0
get,get,s,,
out,out,nnn,,
Can,can,s,,
you,you,s,considrd,0
not,not,s,,
remember,remember,s,,
their,their,s,considrd,0
Names,names,s,,
yet,yet,c,,
?,?,nnn,,
No,no,c,considrd,0
",",",",s,,
that,that,s,strd,0
is,is,s,strd,1
my,my,s,considrd,0
trouble,trouble,s,,
now,now,c,,
.,.,nnn,,
You,you,s,strd,0
Will,will,s,strd,1
be,be,s,considrd,0
quickly,quickly,s,,
out,out,s,,
of,of,s,considrd,0
that,that,s,considrd,0
pain,pain,c,,
;,;,s,,
when,when,s,,
Cornelio,cornelio,s,,
comes,comes,s,,
he,he,s,considrd,0
can,can,s,,
inform,inform,s,,
you,you,c,considrd,0
.,.,nnn,,
Cornelio,cornelio,c,,
",",",",s,,
where,where,s,,
is,is,s,considrd,0
he,he,c,considrd,0
?,?,s,,
Let,let,s,,
me,me,s,,
but,but,s,,
once,once,s,,
know,know,s,,
where,where,s,,
they,they,s,considrd,0
are,are,c,,
",",",",s,,
and,and,s,,
I,i,s,considrd,0
am,am,s,,
content,content,n,,
to,to,s,considrd,0
suffer,suffer,s,,
your,your,s,,
severest,severest,s,,
Jests,jests,s,,
till,till,s,,
I,i,s,considrd,0
am,am,s,,
revenged,revenged,nnn,strd,0
He,he,s,strd,0
Will,will,s,strd,1
not,not,s,,
be,be,s,considrd,0
long,long,s,,
absent,absent,c,,
",",",",s,,
he,he,s,strd,0
is,is,s,strd,1
only,only,s,strd,0
gone,gone,s,,
to,to,s,considrd,0
the,the,s,considrd,0
Tailors,tailors,s,strd,0
for,for,s,considrd,0
Thomaso's,thomaso's,s,,
Spanish,spanish,n,,
Habit,habit,c,,
;,;,s,,
there,there,s,strd,0
is,is,s,strd,1
a,a,s,considrd,0
truck,truck,s,,
betwixt,betwixt,s,,
them,them,s,,
two,two,s,,
for,for,s,considrd,0
Thomaso's,thomaso's,s,,
laced,laced,s,strd,0
suit,suit,c,strd,0
;,;,s,,
that,that,s,strd,0
is,is,s,strd,1
it,it,n,,
makes,makes,s,,
the,the,s,considrd,0
Captain,captain,s,,
so,so,s,,
diligent,diligent,nnn,,
But,but,s,,
was,was,s,,
the,the,s,considrd,0
Drab,drab,s,,
so,so,s,,
eloquent,eloquent,c,,
",",",",s,,
such,such,s,,
a,a,s,considrd,0
fine,fine,s,,
flattering,flattering,s,,
Devil,devil,c,,
;,;,s,,
unmerciful,unmerciful,s,,
Whore,whore,c,,
",",",",n,,
to,to,s,considrd,0
bring,bring,s,,
a,a,s,considrd,0
Lover,lover,s,,
within,within,s,,
an,an,s,,
inch,inch,s,,
of,of,s,considrd,0
her,her,s,,
mirth,mirth,c,,
",",",",s,,
and,and,s,,
then,then,s,,
to,to,s,considrd,0
beat,beat,s,,
and,and,s,,
rob,rob,s,,
him,him,s,,
not,not,n,,
only,only,s,strd,0
of,of,s,considrd,0
his,his,s,considrd,0
money,money,c,,
",",",",s,,
but,but,s,,
his,his,s,considrd,0
Gusto,gusto,s,,
too,too,c,,
!,!,s,,
A,a,s,considrd,0
young,young,s,,
longing,longing,s,,
Lover,lover,c,,
",",",",s,,
that,that,s,considrd,0
would,would,s,,
only,only,n,strd,0
have,have,s,considrd,0
tasted,tasted,s,,
of,of,s,considrd,0
her,her,s,,
Milk,milk,c,,
;,;,s,,
what,what,s,,
a,a,s,considrd,0
jadish,jadish,s,,
Cowes,cowes,s,,
trick,trick,s,,
was,was,s,,
that,that,s,considrd,0
to,to,s,considrd,0
kick,kick,s,,
down,down,s,,
the,the,n,considrd,0
pail,pail,nnn,,
Pish,pish,c,,
",",",",s,,
a,a,s,considrd,0
Mistress,mistress,s,strd,0
is,is,s,considrd,0
nothing,nothing,s,,
to,to,s,considrd,0
him,him,c,,
;,;,s,,
he,he,s,strd,0
will,will,s,strd,1
have,have,s,considrd,0
a,a,s,considrd,0
pair,pair,s,,
of,of,s,considrd,0
new,new,s,considrd,0
ones,ones,s,,
the,the,s,considrd,0
first,first,n,,
Mass,mass,c,,
:,:,s,,
Ned,ned,s,,
has,has,s,considrd,0
nets,nets,s,,
and,and,s,,
catches,catches,s,,
the,the,s,considrd,0
Covey,covey,c,,
;,;,s,,
were,were,s,,
it,it,s,,
you,you,s,considrd,0
or,or,s,considrd,0
I,i,s,considrd,0
that,that,s,considrd,0
fly,fly,s,strd,0
at,at,s,considrd,0
single,single,n,,
Women,women,c,,
",",",",s,,
whose,whose,s,,
Cupid,cupid,s,,
makes,makes,s,,
not,not,s,,
