token,tokenToMatch,endReason,tag,tagIndex
WHereas,whereas,s,,
all,all,s,,
Representations,representations,c,,
",",",",s,,
especially,especially,s,,
those,those,s,,
of,of,s,considrd,0
this,this,s,considrd,0
nature,nature,s,,
in,in,s,considrd,0
Court,court,c,,
",",",",n,,
public,public,s,strd,0
Spectacles,spectacles,c,,
",",",",s,,
either,either,s,,
have,have,s,considrd,0
been,been,c,strd,0
",",",",s,,
or,or,s,considrd,0
ought,ought,s,,
to,to,s,considrd,0
be,be,s,strd,0
the,the,s,considrd,0
mirrours,mirrours,s,,
of,of,s,considrd,0
man's,man's,n,strd,0
life,life,c,,
",",",",s,,
whose,whose,s,,
ends,ends,c,,
",",",",s,,
for,for,s,considrd,0
the,the,s,considrd,0
excellence,excellence,s,,
of,of,s,considrd,0
their,their,s,considrd,0
exhibiters,exhibiters,s,,
(,(,c,,
as,as,s,considrd,0
being,being,s,,
the,the,n,considrd,0
donatives,donatives,c,,
",",",",s,,
of,of,s,considrd,0
great,great,s,considrd,0
Princes,princes,c,,
",",",",s,,
to,to,s,considrd,0
their,their,s,considrd,0
people,people,c,,
),),s,,
ought,ought,s,,
always,always,s,strd,0
to,to,s,considrd,0
carry,carry,s,,
a,a,s,considrd,0
mixture,mixture,n,,
of,of,s,considrd,0
profit,profit,c,,
",",",",s,,
with,with,s,considrd,0
them,them,c,,
",",",",s,,
no,no,s,considrd,0
less,less,s,strd,0
then,then,s,,
delight,delight,c,,
;,;,s,,
We,we,c,strd,0
",",",",s,,
the,the,s,considrd,0
Inventors,inventors,c,,
",",",",s,,
being,being,n,,
commanded,commanded,s,,
from,from,s,,
the,the,s,considrd,0
King,king,c,,
",",",",s,,
to,to,s,considrd,0
think,think,s,strd,0
on,on,s,,
something,something,s,,
worthy,worthy,s,,
of,of,s,considrd,0
his,his,s,considrd,0
Majesty's,majesty's,s,strd,0
putting,putting,n,,
in,in,s,considrd,0
act,act,c,,
",",",",s,,
with,with,s,considrd,0
a,a,s,considrd,0
selected,selected,s,,
company,company,s,,
of,of,s,considrd,0
his,his,s,considrd,0
Lords,lords,c,considrd,0
",",",",s,,
and,and,s,,
Gentlemen,gentlemen,c,,
",",",",s,,
called,called,s,,
to,to,s,considrd,0
the,the,n,considrd,0
assistance,assistance,c,,
.,.,s,,
For,for,s,considrd,0
the,the,s,considrd,0
honor,honor,s,strd,0
of,of,s,considrd,0
his,his,s,considrd,0
Court,court,c,,
",",",",s,,
and,and,s,,
the,the,s,considrd,0
dignity,dignity,s,strd,0
of,of,s,considrd,0
that,that,s,considrd,0
heroique,heroique,n,,
love,love,c,,
",",",",s,,
and,and,s,,
regal,regal,s,strd,0
respect,respect,s,,
borne,borne,s,,
by,by,s,considrd,0
him,him,s,,
to,to,s,considrd,0
his,his,s,considrd,0
unmatchable,unmatchable,s,,
Lady,lady,c,,
",",",",s,,
and,and,s,,
Spouse,spouse,c,,
",",",",s,,
the,the,n,considrd,0
Queens,queens,s,strd,0
Majesty,majesty,c,strd,0
",",",",s,,
after,after,s,,
some,some,s,,
debate,debate,s,,
of,of,s,considrd,0
cogitation,cogitation,s,,
with,with,s,considrd,0
our,our,s,,
selves,selves,c,,
",",",",s,,
resolved,resolved,s,,
on,on,n,,
this,this,s,considrd,0
following,following,s,,
argument,argument,nn,,
First,first,c,,
",",",",s,,
that,that,s,considrd,0
a,a,s,considrd,0
Person,person,c,,
",",",",s,,
boni,boni,s,,
ominis,ominis,c,,
",",",",s,,
of,of,s,considrd,0
a,a,s,considrd,0
good,good,s,,
Character,character,c,,
",",",",s,,
as,as,s,considrd,0
Euphemus,euphemus,c,,
",",",",s,,
sent,sent,n,,
down,down,s,strd,0
from,from,s,,
Heaven,heaven,s,,
to,to,s,considrd,0
Callipolis,callipolis,c,,
",",",",s,,
which,which,s,considrd,0
is,is,s,considrd,0
understood,understood,c,,
",",",",s,,
the,the,s,considrd,0
City,city,s,strd,0
of,of,s,considrd,0
Beauty,beauty,s,,
or,or,n,considrd,0
Goodness,goodness,c,strd,0
",",",",s,,
should,should,s,,
come,come,s,,
in,in,c,considrd,0
;,;,s,,
and,and,c,,
",",",",s,,
finding,finding,s,,
her,her,s,,
Majesty,majesty,s,strd,0
there,there,s,considrd,0
enthroned,enthroned,c,strd,0
",",",",s,,
declare,declare,n,,
unto,unto,s,,
her,her,c,,
",",",",s,,
that,that,s,considrd,0
Love,love,s,,
who,who,s,considrd,0
was,was,s,,
wont,wont,s,,
to,to,s,considrd,0
be,be,s,considrd,0
respected,respected,s,,
as,as,s,considrd,0
a,a,s,considrd,0
special,special,s,strd,0
Deity,deity,s,strd,0
in,in,s,considrd,0
Court,court,c,,
",",",",n,,
and,and,s,,
Tutelar,tutelar,s,,
God,god,s,,
of,of,s,considrd,0
the,the,s,considrd,0
place,place,c,,
",",",",s,,
had,had,s,considrd,0
of,of,s,considrd,0
late,late,s,,
received,received,s,strd,0
an,an,s,,
advertisement,advertisement,c,,
",",",",s,,
that,that,s,considrd,0
in,in,n,considrd,0
the,the,s,considrd,0
suburbs,suburbs,c,,
",",",",s,,
or,or,s,considrd,0
skirts,skirts,s,,
