token,tokenToMatch,endReason,tag,tagIndex
WIthout,without,s,,
good,good,s,,
meat,meat,s,,
and,and,s,,
drink,drink,s,strd,0
must,must,s,,
Venus,venus,s,,
freeze,freeze,c,,
?,?,n,,
Must,must,s,,
I,i,s,considrd,0
derive,derive,s,,
my,my,s,considrd,0
flames,flames,s,,
and,and,s,,
my,my,s,considrd,0
desire,desire,n,,
From,from,s,,
Ceres,ceres,s,,
and,and,s,,
from,from,s,,
Bacchus,bacchus,c,,
?,?,s,,
shall,shall,s,considrd,0
the,the,s,considrd,0
fire,fire,n,considrd,0
That,that,s,considrd,0
burns,burns,s,strd,0
in,in,s,considrd,0
hearts,hearts,c,,
",",",",s,,
and,and,s,,
pays,pays,s,strd,0
me,me,s,,
solemn,solemn,s,strd,0
rites,rites,n,,
Kindle,kindle,s,,
from,from,s,,
fullness,fullness,s,strd,0
and,and,s,,
gorg^d,gorg^d,s,,
appetites,appetites,c,,
?,?,n,,
It,it,s,,
shall,shall,s,considrd,0
not,not,s,,
Son,son,c,strd,0
.,.,s,,
Learn,learn,s,strd,0
of,of,s,considrd,0
thy,thy,s,considrd,0
Sea-borne,sea-borne,s,,
mother,mother,n,,
Never,never,s,considrd,0
to,to,s,considrd,0
borrow,borrow,s,,
power,power,s,,
from,from,s,,
any,any,s,,
other,other,c,,
.,.,n,,
The,the,s,considrd,0
virtue,virtue,s,strd,0
that,that,s,strd,0
is,is,s,strd,1
our,our,s,,
own,own,c,strd,0
",",",",s,,
who,who,s,considrd,0
dares,dares,s,,
to,to,s,considrd,0
claim,claim,c,strd,0
?,?,n,,
Are,are,s,,
not,not,s,,
both,both,s,,
Gods,gods,s,considrd,0
and,and,s,,
men,men,s,,
by,by,s,considrd,0
thy,thy,s,considrd,0
sure,sure,s,,
aim,aim,c,strd,0
",",",",n,,
When,when,s,,
at,at,s,considrd,0
their,their,s,considrd,0
bosoms,bosoms,s,strd,0
thou,thou,s,considrd,0
direct'st,direct'st,s,,
a,a,s,considrd,0
Dart,dart,c,,
.,.,n,,
Wounded,wounded,s,,
with,with,s,considrd,0
passion,passion,s,,
past,past,s,,
the,the,s,considrd,0
cure,cure,s,,
of,of,s,considrd,0
art,art,c,,
?,?,n,,
Did,did,s,,
not,not,s,,
the,the,s,considrd,0
god,god,s,,
of,of,s,considrd,0
Medicine,medicine,s,,
himself,himself,s,strd,0
want,want,c,,
;,;,n,,
(,(,c,,
When,when,s,,
he,he,s,considrd,0
was,was,s,,
s^ruck,s^ruck,s,,
by,by,s,considrd,0
thee,thee,c,,
),),s,,
a,a,s,considrd,0
sovereign,sovereign,s,strd,0
plant,plant,n,,
To,to,s,considrd,0
heal,heal,s,strd,0
his,his,s,considrd,0
hurt,hurt,c,,
?,?,s,,
nor,nor,s,,
did,did,s,,
it,it,s,,
rancor,rancor,s,,
by,by,n,considrd,0
Abundance,abundance,s,,
of,of,s,considrd,0
choice,choice,s,strd,0
cates,cates,s,,
and,and,s,,
luxury,luxury,c,strd,0
?,?,n,,
'Twas,'twas,s,,
merely,merely,s,strd,0
thy,thy,s,considrd,0
effect,effect,c,,
.,.,s,,
Why,why,s,,
then,then,s,,
should,should,s,,
we,we,n,considrd,0
To,to,s,considrd,0
Ceres,ceres,s,,
or,or,s,considrd,0
to,to,s,considrd,0
Bacchus,bacchus,s,,
deity,deity,n,,
Assign,assign,s,strd,0
our,our,s,,
rights,rights,c,,
?,?,nn,,
In,in,s,considrd,0
part,part,s,,
we,we,s,considrd,0
must,must,c,,
;,;,s,,
for,for,s,considrd,0
they,they,n,considrd,0
Are,are,s,,
aiders,aiders,s,,
in,in,s,considrd,0
our,our,s,,
work,work,c,strd,0
",",",",s,,
and,and,s,,
therefore,therefore,s,,
may,may,n,,
Share,share,s,,
in,in,s,considrd,0
the,the,s,considrd,0
attributes,attributes,s,,
of,of,s,considrd,0
power,power,c,,
.,.,s,,
If,if,s,,
wine,wine,n,,
Did,did,s,,
not,not,s,,
the,the,s,considrd,0
spirits,spirits,s,,
and,and,s,,
the,the,s,considrd,0
blood,blood,s,strd,0
refine,refine,c,,
",",",",n,,
Making,making,s,,
them,them,s,,
warm,warm,s,strd,0
and,and,s,,
active,active,c,,
",",",",s,,
I,i,s,considrd,0
should,should,s,,
throw,throw,n,,
My,my,s,considrd,0
shafts,shafts,s,,
at,at,s,considrd,0
rocks,rocks,s,,
of,of,s,considrd,0
ice,ice,c,,
",",",",s,,
and,and,s,,
from,from,s,,
my,my,s,considrd,0
Bow,bow,n,,
The,the,s,considrd,0
winged,winged,s,,
arrows,arrows,s,,
of,of,s,considrd,0
desire,desire,s,,
would,would,s,,
fly,fly,n,strd,0
With,with,s,considrd,0
empty,empty,s,,
and,and,s,,
succeslesse,succeslesse,s,,
battery,battery,c,,
.,.,n,,
If,if,s,,
Ceres,ceres,s,,
bounties,bounties,s,,
flowed,flowed,s,strd,0
not,not,c,,
",",",",s,,
where,where,s,,
should,should,s,,
I,i,n,considrd,0
Find,find,s,,
any,any,s,,
flame,flame,s,,
to,to,s,considrd,0
light,light,s,,
my,my,s,considrd,0
torches,torches,s,,
by,by,c,considrd,0
?,?,n,,
Fullness,fullness,s,strd,0
and,and,s,,
ease,ease,s,,
assist,assist,s,,
me,me,s,,
more,more,s,,
then,then,s,,
all,all,n,,
The,the,s,considrd,0
helps,helps,s,strd,0
I,i,s,considrd,0
have,have,s,considrd,0
besides,besides,c,,
.,.,nn,,
And,and,s,,
therefore,therefore,s,,
shall,shall,n,considrd,0
They,they,s,considrd,0
be,be,s,considrd,0
preferred,preferred,c,strd,0
?,?,s,,
Thou,thou,s,considrd,0
art,art,s,,
a,a,s,considrd,0
foolish,foolish,s,,
boy,boy,c,,
.,.,n,,
Their,their,s,considrd,0
base,base,s,,
effects,effects,s,,
are,are,s,,
lust,lust,c,,
;,;,s,,
they,they,s,considrd,0
love,love,s,,
to,to,s,considrd,0
joy,joy,n,,
In,in,s,considrd,0
what,what,s,,
is,is,s,considrd,0
sensual,sensual,s,strd,0
only,only,c,strd,0
.,.,s,,
Our,our,s,,
pure,pure,s,,
heat,heat,n,strd,0
Borrowes,borrowes,s,,
no,no,s,considrd,0
activenesse,activenesse,s,,
from,from,s,,
drink,drink,s,strd,0
or,or,s,considrd,0
meat,meat,c,strd,0
;,;,n,,
It,it,s,,
moves,moves,s,,
more,more,s,,
in,in,s,considrd,0
the,the,s,considrd,0
soul,soul,c,strd,0
.,.,s,,
God,god,s,,
Bacchus,bacchus,s,,
shall,shall,n,considrd,0
Have,have,s,considrd,0
his,his,s,considrd,0
due,due,s,,
attributes,attributes,c,,
",",",",s,,
and,and,s,,
Ceres,ceres,s,,
call,call,n,,
The,the,s,considrd,0
plough,plough,c,,
",",",",s,,
crookt,crookt,s,,
sickle,sickle,c,,
",",",",s,,
flayle,flayle,s,,
and,and,s,,
many,many,s,,
more,more,n,,
Her,her,s,,
own,own,s,strd,0
admired,admired,s,strd,0
inventions,inventions,c,,
",",",",s,,
and,and,s,,
the,the,s,considrd,0
store,store,n,,
She,she,s,strd,0
gathers,gathers,s,,
for,for,s,considrd,0
men's,men's,s,strd,0
use,use,c,,
.,.,s,,
But,but,s,,
should,should,s,,
the,the,s,considrd,0
mind,mind,n,,
Make,make,s,,
these,these,s,,
her,her,s,,
only,only,s,,
objects,objects,c,,
",",",",s,,
what,what,s,,
a,a,s,considrd,0
blind,blind,n,,
And,and,s,,
dangerous,dangerous,s,,
issue,issue,s,,
of,of,s,considrd,0
effects,effects,s,,
would,would,s,,
grow,grow,n,,
From,from,s,,
such,such,s,,
a,a,s,considrd,0
seed,seed,c,,
!,!,s,,
high,high,s,,
spirits,spirits,s,,
strive,strive,s,,
to,to,s,considrd,0
know,know,n,,
More,more,s,,
then,then,s,,
a,a,s,considrd,0
common,common,s,considrd,0
eye,eye,s,,
sees,sees,c,,
",",",",s,,
and,and,s,,
aspire,aspire,n,,
Still,still,s,,
upwards,upwards,s,,
like,like,s,,
the,the,s,considrd,0
Piramide,piramide,s,,
of,of,s,considrd,0
fire,fire,c,considrd,0
",",",",n,,
When,when,s,,
earth,earth,s,,
tends,tends,s,,
to,to,s,considrd,0
its,its,s,,
center,center,c,strd,0
.,.,s,,
We,we,s,considrd,0
must,must,s,,
move,move,n,,
More,more,s,,
then,then,s,,
the,the,s,considrd,0
sense,sense,c,,
;,;,s,,
else,else,s,,
it,it,s,strd,0
is,is,s,strd,1
not,not,s,,
perfect,perfect,s,,
love,love,c,,
.,.,n,,
Here,here,s,strd,0
Is,is,s,strd,1
Ceres,ceres,s,,
and,and,s,,
Lyaens,lyaens,c,,
.,.,nn,,
We,we,s,strd,0
are,are,s,,
told,told,n,,
By,by,s,considrd,0
Maia's,maia's,s,,
son,son,s,strd,0
that,that,s,considrd,0
you,you,s,considrd,0
intend,intend,s,,
to,to,s,considrd,0
scould,scould,n,,
With,with,s,considrd,0
me,me,s,,
and,and,s,,
Bacchus,bacchus,c,,
.,.,nn,,
I,i,s,considrd,0
have,have,s,considrd,0
cause,cause,s,,
to,to,s,considrd,0
chide,chide,c,,
.,.,n,,
You,you,s,strd,0
Would,would,s,strd,1
rob,rob,s,,
me,me,s,,
of,of,s,considrd,0
my,my,s,considrd,0
titles,titles,c,,
",",",",s,,
and,and,s,,
beside,beside,n,,
Make,make,s,,
it,it,s,,
a,a,s,considrd,0
gluttons,gluttons,s,,
tenent,tenent,c,,
",",",",s,,
there,there,s,considrd,0
can,can,s,,
be,be,n,considrd,0
No,no,s,considrd,0
love,love,s,,
without,without,s,,
you,you,c,considrd,0
.,.,nn,,
And,and,s,,
your,your,s,,
Deity,deity,n,,
Has,has,s,strd,0
summond,summond,s,,
us,us,s,,
for,for,s,considrd,0
this,this,c,considrd,0
:,:,s,,
it,it,s,strd,0
is,is,s,strd,1
very,very,s,,
good,good,c,,
.,.,n,,
I,i,s,considrd,0
must,must,s,,
confess,confess,s,strd,0
you,you,s,considrd,0
made,made,s,,
your,your,s,,
father,father,s,,
wood,wood,n,,
To,to,s,considrd,0
ravish,ravish,s,,
fair,fair,s,strd,0
Europa,europa,c,,
.,.,s,,
Having,having,s,,
seen,seen,n,strd,0
Traynes,traynes,s,,
of,of,s,considrd,0
Arcadian,arcadian,s,,
Virgins,virgins,s,,
on,on,s,,
the,the,s,considrd,0
green,green,n,strd,0
Tread,tread,s,,
their,their,s,considrd,0
chaste,chaste,s,,
measures,measures,c,,
",",",",s,,
or,or,s,considrd,0
with,with,s,considrd,0
nimble,nimble,s,,
pace,pace,n,,
Through,through,s,,
the,the,s,considrd,0
Parthenian,parthenian,s,,
groves,groves,c,,
",",",",s,,
and,and,s,,
thickets,thickets,s,,
chase,chase,n,strd,0
A,a,s,considrd,0
well-breathed,well-breathed,s,strd,0
Stagge,stagge,c,,
",",",",s,,
one,one,s,,
of,of,s,considrd,0
them,them,s,,
straight-wayes,straight-wayes,s,,
must,must,n,,
Be,be,s,considrd,0
tempted,tempted,s,,
to,to,s,considrd,0
her,her,s,,
ruin,ruin,s,strd,0
by,by,s,considrd,0
his,his,s,considrd,0
lust,lust,c,,
:,:,n,,
And,and,s,,
this,this,s,considrd,0
employment,employment,s,,
Venus,venus,s,,
still,still,s,,
is,is,s,considrd,0
thine,thine,c,,
.,.,nn,,
Ceres,ceres,s,,
is,is,s,considrd,0
madd,madd,s,,
still,still,s,,
for,for,s,considrd,0
her,her,s,,
Proserpine,proserpine,c,,
:,:,n,,
Whose,whose,s,,
rape,rape,s,,
has,has,s,strd,0
made,made,s,,
her,her,s,,
queen,queen,s,strd,0
of,of,s,considrd,0
the,the,s,considrd,0
Abyss,abyss,c,strd,0
.,.,n,,
Who,who,s,considrd,0
to,to,s,considrd,0
be,be,s,considrd,0
so,so,s,,
rewarded,rewarded,s,,
would,would,s,,
not,not,s,,
kiss,kiss,n,strd,0
The,the,s,considrd,0
black,black,s,strd,0
lips,lips,s,,
of,of,s,considrd,0
hells,hells,s,,
king,king,c,,
?,?,s,,
and,and,s,,
to,to,s,considrd,0
his,his,s,considrd,0
bed,bed,n,,
Bring,bring,s,,
the,the,s,considrd,0
short,short,s,,
pleasures,pleasures,s,,
of,of,s,considrd,0
a,a,s,considrd,0
Maydenhead,maydenhead,c,,
?,?,n,,
Repine,repine,s,,
not,not,s,,
at,at,s,considrd,0
it,it,s,,
then,then,c,,
.,.,nn,,
I,i,s,considrd,0
must,must,s,,
whilst,whilst,s,,
day,day,n,,
Has,has,s,strd,0
any,any,s,,
light,light,c,,
",",",",s,,
or,or,s,considrd,0
heavens,heavens,s,,
bright,bright,s,,
eye,eye,s,,
a,a,s,considrd,0
ray,ray,c,,
.,.,n,,
It,it,s,,
was,was,s,,
your,your,s,,
sons,sons,s,strd,0
great,great,s,considrd,0
act,act,s,,
to,to,s,considrd,0
boast,boast,s,,
of,of,c,considrd,0
;,;,s,,
he,he,n,considrd,0
That,that,s,considrd,0
suffers,suffers,s,,
not,not,s,,
th^infernals,th^infernals,s,,
to,to,s,considrd,0
go,go,s,strd,0
free,free,n,,
