token,tokenToMatch,endReason,tag,tagIndex
THe,the,s,considrd,0
honor,honor,c,,
",",",",s,,
and,and,s,,
splendour,splendour,s,strd,0
of,of,s,considrd,0
these,these,s,,
spectacles,spectacles,s,,
was,was,s,,
such,such,s,,
in,in,s,considrd,0
the,the,s,considrd,0
performance,performance,c,,
",",",",s,,
as,as,n,considrd,0
could,could,s,,
those,those,s,,
hours,hours,s,strd,0
have,have,s,strd,0
lasted,lasted,c,,
",",",",s,,
this,this,s,considrd,0
of,of,s,considrd,0
mine,mine,c,,
",",",",s,,
now,now,c,,
",",",",s,,
had,had,s,considrd,0
been,been,s,,
a,a,s,considrd,0
most,most,s,,
unprofitable,unprofitable,n,strd,0
work,work,c,strd,0
.,.,s,,
But,but,s,,
(,(,c,,
when,when,s,,
it,it,s,,
is,is,s,considrd,0
the,the,s,considrd,0
fate,fate,c,,
",",",",s,,
even,even,s,strd,0
of,of,s,considrd,0
the,the,s,considrd,0
greatest,greatest,c,,
",",",",s,,
and,and,s,,
most,most,s,,
absolute,absolute,n,,
births,births,c,,
",",",",s,,
to,to,s,considrd,0
need,need,c,,
",",",",s,,
and,and,s,,
borrow,borrow,s,,
a,a,s,considrd,0
life,life,s,,
of,of,s,considrd,0
posterity,posterity,c,strd,0
),),s,,
little,little,s,,
had,had,s,considrd,0
been,been,s,strd,0
done,done,s,,
to,to,s,considrd,0
the,the,n,considrd,0
study,study,s,strd,0
of,of,s,considrd,0
magnificence,magnificence,s,,
in,in,s,considrd,0
these,these,c,,
",",",",s,,
if,if,s,,
presently,presently,s,,
with,with,s,considrd,0
the,the,s,considrd,0
rage,rage,s,,
of,of,s,considrd,0
the,the,s,considrd,0
people,people,c,,
",",",",s,,
who,who,n,considrd,0
(,(,c,,
as,as,s,considrd,0
a,a,s,considrd,0
part,part,s,,
of,of,s,considrd,0
greatness,greatness,c,strd,0
),),s,,
are,are,s,,
privileged,privileged,s,strd,0
by,by,s,considrd,0
custom,custom,c,strd,0
",",",",s,,
to,to,s,considrd,0
deface,deface,s,,
their,their,n,considrd,0
carcasses,carcasses,c,strd,0
",",",",s,,
the,the,s,considrd,0
spirits,spirits,s,,
had,had,s,considrd,0
also,also,s,,
perished,perished,c,,
.,.,s,,
In,in,s,considrd,0
duty,duty,c,strd,0
",",",",s,,
therefore,therefore,c,,
",",",",s,,
to,to,s,considrd,0
that,that,n,considrd,0
Majesty,majesty,c,strd,0
",",",",s,,
who,who,s,considrd,0
gave,gave,s,strd,0
them,them,s,,
their,their,s,considrd,0
authority,authority,c,strd,0
",",",",s,,
and,and,s,,
grace,grace,c,,
;,;,s,,
and,and,c,,
",",",",s,,
no,no,s,considrd,0
less,less,s,strd,0
then,then,s,,
the,the,n,considrd,0
most,most,s,,
royal,royal,s,strd,0
of,of,s,considrd,0
predecessors,predecessors,c,,
",",",",s,,
deserves,deserves,s,strd,0
eminent,eminent,s,,
celebration,celebration,s,,
for,for,n,considrd,0
these-solemnities,these-solemnities,c,,
:,:,s,,
I,i,s,considrd,0
add,add,s,strd,0
this,this,s,considrd,0
later,later,s,,
hand,hand,c,,
",",",",s,,
to,to,s,considrd,0
redeem,redeem,s,strd,0
them,them,s,,
as,as,s,considrd,0
well,well,s,,
from,from,n,,
Ignorance,ignorance,c,,
",",",",s,,
as,as,s,considrd,0
Envy,envy,c,strd,0
",",",",s,,
two,two,s,,
common,common,s,considrd,0
evils,evils,c,strd,0
",",",",s,,
the,the,s,considrd,0
one,one,s,,
of,of,s,considrd,0
censure,censure,c,,
",",",",s,,
the,the,s,considrd,0
other,other,s,,
of,of,n,considrd,0
oblivion,oblivion,nn,strd,0
African,african,c,,
",",",",s,,
remember,remember,s,,
unto,unto,s,strd,0
us,us,s,strd,0
a,a,s,considrd,0
river,river,s,strd,0
in,in,s,considrd,0
Aethiopia,aethiopia,c,,
",",",",s,,
famous,famous,s,,
by,by,s,considrd,0
the,the,s,considrd,0
name,name,s,,
of,of,s,considrd,0
Niger,niger,c,,
;,;,n,,
of,of,s,considrd,0
which,which,s,considrd,0
the,the,s,considrd,0
people,people,s,,
were,were,s,,
called,called,s,,
Nigritae,nigritae,c,,
",",",",s,,
now,now,s,,
Negro's,negro's,c,,
