token,tokenToMatch,endReason,tag,tagIndex
STay,stay,s,,
light-foot,light-foot,s,,
Iris,iris,c,,
",",",",s,,
for,for,s,considrd,0
thou,thou,s,considrd,0
striv'st,striv'st,s,,
in,in,s,considrd,0
vain,vain,c,,
",",",",n,,
My,my,s,considrd,0
wings,wings,s,,
are,are,s,,
nimbler,nimbler,s,,
then,then,s,,
thy,thy,s,considrd,0
feet,feet,c,,
.,.,nn,,
Away,away,c,,
",",",",n,,
Dissembling,dissembling,s,,
Mercury,mercury,c,,
",",",",s,,
my,my,s,considrd,0
messages,messages,n,,
Ask,ask,s,strd,0
honest,honest,s,,
haste,haste,c,,
;,;,s,,
not,not,s,,
like,like,s,,
those,those,s,,
wanton,wanton,s,,
ones,ones,n,,
Your,your,s,,
thundering,thundering,s,,
father,father,s,,
sends,sends,c,,
.,.,nn,,
Stay,stay,s,,
foolish,foolish,s,,
maid,maid,c,,
",",",",n,,
Or,or,s,considrd,0
I,i,s,considrd,0
will,will,s,,
take,take,s,considrd,0
my,my,s,considrd,0
rise,rise,s,,
upon,upon,s,,
a,a,s,considrd,0
hill,hill,c,,
",",",",n,,
When,when,s,,
I,i,s,considrd,0
perceive,perceive,s,,
thee,thee,s,,
seated,seated,s,,
in,in,s,considrd,0
a,a,s,considrd,0
cloud,cloud,n,,
In,in,s,considrd,0
all,all,s,,
the,the,s,considrd,0
painted,painted,s,,
glory,glory,s,,
that,that,s,considrd,0
thou,thou,s,considrd,0
have,have,c,strd,0
",",",",n,,
And,and,s,,
never,never,s,considrd,0
cease,cease,s,,
to,to,s,considrd,0
clap,clap,s,,
my,my,s,considrd,0
willing,willing,s,,
wing,wing,c,,
",",",",n,,
Till,till,s,,
I,i,s,considrd,0
catch,catch,s,,
hold,hold,s,,
on,on,s,,
thy,thy,s,considrd,0
discolored,discolored,s,strd,0
Bow,bow,c,,
",",",",n,,
And,and,s,,
shiver,shiver,s,,
it,it,s,,
beyond,beyond,s,,
the,the,s,considrd,0
angry,angry,s,,
power,power,n,,
Of,of,s,considrd,0
your,your,s,,
mad,mad,s,,
mistress,mistress,s,strd,0
to,to,s,considrd,0
make,make,s,,
up,up,s,,
again,again,c,,
.,.,nn,,
Hermes,hermes,s,,
forbear,forbear,c,strd,0
",",",",s,,
Juno,juno,s,,
will,will,s,,
chide,chide,s,,
and,and,s,,
strike,strike,c,,
;,;,n,,
Is,is,s,considrd,0
great,great,s,considrd,0
Jove,jove,s,,
jealous,jealous,s,,
that,that,s,considrd,0
I,i,s,considrd,0
am,am,s,,
imployd,imployd,n,,
On,on,s,,
her,her,s,,
love,love,s,,
errands,errands,c,,
?,?,s,,
she,she,s,considrd,0
did,did,s,,
never,never,s,considrd,0
yet,yet,n,,
Claspe,claspe,s,,
weak,weak,s,,
mortality,mortality,s,,
in,in,s,considrd,0
her,her,s,,
white,white,s,,
arms,arms,c,strd,0
",",",",n,,
As,as,s,considrd,0
he,he,s,considrd,0
has,has,s,considrd,0
often,often,s,,
done,done,c,,
;,;,s,,
I,i,s,considrd,0
only,only,s,strd,0
come,come,n,,
To,to,s,considrd,0
celebrate,celebrate,s,,
the,the,s,considrd,0
lone,lone,s,,
wished,wished,s,strd,0
Nuptials,nuptials,n,,
Here,here,s,,
in,in,s,considrd,0
Olympia,olympia,c,,
",",",",s,,
which,which,s,considrd,0
are,are,s,,
now,now,s,,
perform',perform',n,,
Betwixt,betwixt,s,,
two,two,s,,
goodly,goodly,s,,
Rivers,rivers,s,,
that,that,s,considrd,0
have,have,s,considrd,0
mixed,mixed,n,strd,0
Their,their,s,considrd,0
gentle,gentle,s,,
winding,winding,s,,
waves,waves,c,,
",",",",s,,
and,and,s,,
are,are,s,,
to,to,s,considrd,0
grow,grow,n,,
Into,into,s,considrd,0
a,a,s,considrd,0
thousand,thousand,s,,
streams,streams,s,,
great,great,s,considrd,0
as,as,s,considrd,0
themselves,themselves,c,,
.,.,n,,
I,i,s,considrd,0
need,need,s,,
not,not,s,,
name,name,s,,
them,them,c,,
",",",",s,,
for,for,s,considrd,0
the,the,s,considrd,0
sound,sound,s,,
is,is,s,considrd,0
loud,loud,n,strd,0
In,in,s,considrd,0
Heaven,heaven,s,,
and,and,s,,
earth,earth,c,,
",",",",s,,
and,and,s,,
I,i,s,considrd,0
am,am,s,,
sent,sent,s,,
from,from,s,,
her,her,n,,
The,the,s,considrd,0
Queen,queen,s,,
of,of,s,considrd,0
marriage,marriage,c,,
",",",",s,,
that,that,s,considrd,0
was,was,s,,
present,present,s,,
here,here,c,,
",",",",n,,
And,and,s,,
smild,smild,s,,
to,to,s,considrd,0
see,see,s,,
them,them,s,,
join,join,c,strd,0
",",",",s,,
and,and,s,,
has,has,s,strd,0
