token,tokenToMatch,endReason,tag,tagIndex
WEre,were,s,,
it,it,s,,
possible,possible,s,,
for,for,s,considrd,0
a,a,s,considrd,0
Man,man,c,,
",",",",s,,
in,in,s,considrd,0
the,the,s,considrd,0
Compass,compass,s,strd,0
of,of,s,considrd,0
a,a,s,considrd,0
Day,day,c,,
",",",",s,,
to,to,s,considrd,0
behold,behold,s,,
(,(,c,,
as,as,s,considrd,0
the,the,s,considrd,0
Sun,sun,n,strd,0
does,does,c,,
),),s,,
All,all,s,,
the,the,s,considrd,0
Cities,cities,s,strd,0
in,in,s,considrd,0
the,the,s,considrd,0
World,world,c,,
",",",",s,,
as,as,s,considrd,0
if,if,s,,
he,he,s,considrd,0
went,went,s,,
with,with,s,considrd,0
Walking,walking,s,,
Beams,beams,s,strd,0
about,about,n,,
him,him,c,,
;,;,s,,
That,that,s,considrd,0
Man,man,s,,
should,should,s,,
never,never,s,strd,0
see,see,s,,
in,in,s,considrd,0
any,any,s,,
Part,part,s,,
of,of,s,considrd,0
the,the,s,considrd,0
year,year,c,strd,0
",",",",s,,
Any,any,s,,
City,city,c,strd,0
",",",",s,,
so,so,n,,
Magnificently,magnificently,s,,
Adorned,adorned,s,,
with,with,s,considrd,0
All,all,s,,
Sorts,sorts,s,,
of,of,s,considrd,0
Tryumphes,tryumphes,c,,
",",",",s,,
variety,variety,s,,
of,of,s,considrd,0
Music,music,c,strd,0
",",",",s,,
of,of,n,considrd,0
Bravery,bravery,c,strd,0
",",",",s,,
of,of,s,considrd,0
Bewty,bewty,c,,
",",",",s,,
of,of,s,considrd,0
Feastings,feastings,c,,
",",",",s,,
of,of,s,considrd,0
Civil,civil,s,strd,0
(,(,c,,
yet,yet,s,,
Rich,rich,c,,
),),s,,
Ceremonies,ceremonies,c,,
",",",",s,,
with,with,s,considrd,0
gallant,gallant,n,,
Lords,lords,s,considrd,0
and,and,s,,
Ladies,ladies,c,,
",",",",s,,
and,and,s,,
Thronges,thronges,s,,
of,of,s,considrd,0
People,people,s,,
as,as,s,considrd,0
London,london,s,,
is,is,s,considrd,0
enriched,enriched,s,strd,0
with,with,c,considrd,0
",",",",s,,
on,on,s,,
the,the,n,considrd,0
first,first,s,,
Day,day,c,,
",",",",s,,
that,that,s,considrd,0
Her,her,s,,
Great,great,s,considrd,0
Lord,lord,s,,
(,(,c,,
or,or,s,considrd,0
Lord,lord,s,,
Mayor,mayor,c,strd,0
",",",",s,,
for,for,s,considrd,0
it,it,s,strd,0
is,is,s,strd,1
all,all,s,,
one,one,c,,
),),s,,
Takes,takes,c,,
",",",",s,,
That,that,n,considrd,0
Office,office,s,,
upon,upon,s,strd,0
him,him,nn,,
In,in,s,considrd,0
former,former,s,,
Ages,ages,c,,
",",",",s,,
He,he,s,considrd,0
was,was,s,,
not,not,s,,
Encompast,encompast,s,,
with,with,s,considrd,0
such,such,s,,
Glories,glories,c,,
",",",",s,,
No,no,s,considrd,0
such,such,s,,
Firmaments,firmaments,s,,
of,of,n,considrd,0
Stars,stars,s,strd,0
were,were,s,,
to,to,s,considrd,0
be,be,s,considrd,0
seen,seen,s,strd,0
in,in,s,considrd,0
Cheape-side,cheape-side,c,,
:,:,s,,
Thames,thames,s,,
drank,drank,s,strd,0
no,no,s,considrd,0
such,such,s,,
Costly,costly,s,,
Healthes,healthes,n,,
to,to,s,considrd,0
London,london,c,,
",",",",s,,
as,as,s,considrd,0
he,he,s,strd,0
does,does,s,,
Now,now,c,,
.,.,s,,
But,but,s,,
as,as,s,considrd,0
Troynouant,troynouant,s,,
spread,spread,s,strd,0
in,in,s,considrd,0
Fame,fame,c,,
",",",",s,,
so,so,s,,
our,our,s,,
English,english,n,,
Kings,kings,c,strd,0
",",",",s,,
shined,shined,s,,
upon,upon,s,strd,0
her,her,s,,
with,with,s,considrd,0
Favors,favors,nn,strd,0
In,in,s,considrd,0
Those,those,s,,
Homespun,homespun,s,strd,0
Times,times,c,,
",",",",s,,
They,they,s,considrd,0
had,had,s,considrd,0
no,no,s,considrd,0
Collars,collars,s,,
of,of,s,considrd,0
SS,ss,c,,
",",",",s,,
no,no,s,considrd,0
Mace,mace,c,,
",",",",s,,
Sword,sword,c,,
",",",",s,,
nor,nor,s,,
Cap,cap,n,,
of,of,s,considrd,0
Maintenance,maintenance,c,,
",",",",s,,
These,these,s,,
came,came,s,,
by,by,s,considrd,0
Degrees,degrees,c,,
",",",",s,,
as,as,s,considrd,0
Additamenta,additamenta,s,,
Honoris,honoris,c,,
",",",",s,,
additions,additions,s,,
or,or,n,considrd,0
Ensigns,ensigns,s,strd,0
of,of,s,considrd,0
more,more,s,,
Honor,honor,c,strd,0
",",",",s,,
Conferd,conferd,s,,
by,by,s,considrd,0
several,several,s,strd,0
Princes,princes,s,,
on,on,s,,
this,this,s,considrd,0
City,city,c,strd,0
:,:,s,,
For,for,c,considrd,0
",",",",s,,
in,in,s,considrd,0
the,the,n,considrd,0
time,time,s,,
of,of,s,considrd,0
Edward,edward,s,,
Confessor,confessor,c,,
",",",",s,,
the,the,s,considrd,0
chief,chief,s,strd,0
Ruler,ruler,s,,
of,of,s,considrd,0
the,the,s,considrd,0
City,city,s,strd,0
was,was,s,,
called,called,s,,
Reeue,reeue,c,,
",",",",n,,
Grieve,grieve,c,strd,0
",",",",s,,
or,or,s,considrd,0
Portreeue,portreeue,c,,
:,:,s,,
The,the,s,considrd,0
next,next,s,,
to,to,s,considrd,0
him,him,s,,
in,in,s,considrd,0
authority,authority,c,,
",",",",s,,
Provost,provost,nn,strd,0
Then,then,s,,
in,in,s,considrd,0
the,the,s,considrd,0
first,first,s,,
of,of,s,considrd,0
Richard,richard,s,,
1,1,c,considrd,0
.,.,s,,
two,two,s,,
Bayliffes,bayliffes,s,,
carried,carried,s,,
the,the,s,considrd,0
sway,sway,c,,
:,:,s,,
This,this,s,considrd,0
continued,continued,n,,
till,till,s,,
the,the,s,considrd,0
ninth,ninth,s,,
of,of,s,considrd,0
King,king,s,,
John,john,c,strd,0
",",",",s,,
who,who,s,considrd,0
by,by,s,considrd,0
Letters,letters,s,,
Patents,patents,s,,
gave,gave,s,strd,0
the,the,s,considrd,0
Citizens,citizens,s,,
power,power,c,,
",",",",n,,
yearly,yearly,s,strd,0
to,to,s,considrd,0
choose,choose,s,,
themselves,themselves,s,strd,0
a,a,s,considrd,0
Lord,lord,s,,
Mayor,mayor,c,strd,0
",",",",s,,
and,and,s,,
two,two,s,,
Sheriffs,sheriffs,nn,strd,0
Then,then,c,,
",",",",s,,
King,king,s,,
Henry,henry,s,,
3,3,c,considrd,0
.,.,s,,
made,made,s,,
the,the,s,considrd,0
first,first,s,,
Aldermen,aldermen,s,,
in,in,s,considrd,0
London,london,s,,
(,(,c,,
yet,yet,s,,
the,the,s,considrd,0
Name,name,s,,
of,of,n,considrd,0
Ealdorman,ealdorman,s,,
was,was,s,,
known,known,s,strd,0
in,in,s,considrd,0
the,the,s,considrd,0
Saxons,saxons,s,,
time,time,c,,
",",",",s,,
for,for,s,considrd,0
Alwin,alwin,s,,
in,in,s,considrd,0
the,the,s,considrd,0
reign,reign,s,strd,0
of,of,s,considrd,0
Edgar,edgar,c,,
",",",",s,,
was,was,n,,
Alderman,alderman,s,,
of,of,s,considrd,0
All,all,s,,
England,england,c,,
",",",",s,,
that,that,s,considrd,0
is,is,s,considrd,0
to,to,s,considrd,0
say,say,c,,
",",",",s,,
Chief,chief,s,strd,0
Justice,justice,c,strd,0
:),:),s,,
and,and,s,,
those,those,s,,
Aldermen,aldermen,s,,
of,of,n,considrd,0
London,london,c,,
",",",",s,,
had,had,s,considrd,0
Rule,rule,s,,
then,then,s,,
(,(,c,,
as,as,s,considrd,0
Now,now,c,,
),),s,,
over,over,s,strd,0
the,the,s,considrd,0
Wards,wards,s,strd,0
of,of,s,considrd,0
the,the,s,considrd,0
City,city,c,strd,0
",",",",s,,
but,but,s,,
were,were,s,,
every,every,n,strd,0
year,year,s,strd,0
changed,changed,c,,
",",",",s,,
as,as,s,considrd,0
the,the,s,considrd,0
Shreiffes,shreiffes,s,,
are,are,s,,
in,in,s,considrd,0
these,these,s,,
days,days,nn,strd,0
Then,then,s,,
Edward,edward,s,,
1,1,c,considrd,0
.,.,s,,
ordained,ordained,s,,
that,that,s,considrd,0
the,the,s,considrd,0
Lord,lord,s,,
Mayor,mayor,c,strd,0
",",",",s,,
should,should,s,,
in,in,s,considrd,0
the,the,s,considrd,0
Kings,kings,s,,
absence,absence,c,,
",",",",s,,
sit,sit,n,,
in,in,s,considrd,0
all,all,s,,
Places,places,s,,
within,within,s,,
London,london,c,,
",",",",s,,
as,as,s,considrd,0
Chief,chief,s,strd,0
Justice,justice,c,strd,0
;,;,s,,
And,and,s,,
that,that,s,considrd,0
every,every,s,strd,0
Alderman,alderman,s,,
that,that,n,considrd,0
had,had,s,considrd,0
bin,bin,s,,
Lord,lord,s,,
Mayor,mayor,c,,
",",",",s,,
should,should,s,,
be,be,s,considrd,0
a,a,s,considrd,0
Justice,justice,s,strd,0
of,of,s,considrd,0
Peace,peace,s,,
for,for,s,considrd,0
London,london,s,,
and,and,s,,
Middlesex,middlesex,s,,
all,all,n,,
his,his,s,considrd,0
life,life,s,,
after,after,nn,,
Then,then,c,,
",",",",s,,
in,in,s,considrd,0
the,the,s,considrd,0
reign,reign,s,strd,0
of,of,s,considrd,0
Henry,henry,s,,
7,7,c,,
.,.,s,,
Sr,sr,c,,
.,.,s,,
John,john,s,,
Shaw,shaw,s,,
Goldsmith,goldsmith,c,,
",",",",s,,
being,being,s,,
Lord,lord,s,,
Mayor,mayor,c,strd,0
",",",",n,,
caused,caused,s,,
the,the,s,considrd,0
Aldermen,aldermen,s,,
to,to,s,considrd,0
ride,ride,s,,
from,from,s,,
the,the,s,considrd,0
Guild,guild,s,strd,0
Hall,hall,s,strd,1
to,to,s,considrd,0
the,the,s,considrd,0
water,water,s,,
side,side,c,,
",",",",s,,
when,when,s,,
he,he,s,considrd,0
went,went,n,,
to,to,s,considrd,0
take,take,s,considrd,0
his,his,s,considrd,0
Oath,oath,s,,
at,at,s,considrd,0
Westminster,westminster,c,,
",",",",s,,
(,(,c,,
where,where,s,,
before,before,s,,
they,they,s,considrd,0
Rode,rode,s,,
by,by,s,considrd,0
land,land,s,,
thither,thither,c,,
",)",",)",s,,
and,and,n,,
at,at,s,considrd,0
his,his,s,considrd,0
return,return,s,strd,0
to,to,s,considrd,0
ride,ride,s,,
again,again,s,strd,0
to,to,s,considrd,0
the,the,s,considrd,0
Guild,guild,c,strd,0
Hall,hall,c,strd,1
",",",",s,,
there,there,s,considrd,0
to,to,s,considrd,0
dine,dine,c,,
",",",",s,,
all,all,s,,
the,the,n,considrd,0
Kitchens,kitchens,c,,
",",",",s,,
and,and,s,,
other,other,s,,
Offices,offices,s,,
there,there,c,considrd,0
",",",",s,,
Being,being,s,,
built,built,s,,
by,by,s,considrd,0
Him,him,c,,
:,:,s,,
since,since,s,,
which,which,s,considrd,0
time,time,c,,
",",",",s,,
the,the,n,considrd,0
Feast,feast,s,,
has,has,s,considrd,0
there,there,s,considrd,0
bin,bin,s,,
kept,kept,c,,
:,:,s,,
for,for,s,considrd,0
before,before,c,,
",",",",s,,
it,it,s,,
was,was,s,,
either,either,s,,
at,at,s,considrd,0
Grocers,grocers,s,,
Hall,hall,c,,
",",",",s,,
or,or,s,considrd,0
the,the,n,considrd,0
Merchantaylors,merchantaylors,nn,,
Thus,thus,s,,
small,small,s,,
Roots,roots,s,strd,0
grow,grow,s,,
in,in,s,considrd,0
time,time,s,,
to,to,s,considrd,0
Caedars,caedars,c,,
",",",",s,,
shallow,shallow,s,,
streams,streams,c,strd,0
",",",",s,,
to,to,s,considrd,0
rivers,rivers,c,strd,0
",",",",s,,
and,and,s,,
a,a,n,considrd,0
Hand,hand,s,,
of,of,s,considrd,0
Government,government,s,strd,0
to,to,s,considrd,0
be,be,s,considrd,0
the,the,s,considrd,0
strongest,strongest,s,,
Arm,arm,s,strd,0
in,in,s,considrd,0
a,a,s,considrd,0
Kingdom,kingdom,c,strd,0
.,.,s,,
Thus,thus,s,,
you,you,s,considrd,0
see,see,s,,
London,london,n,,
in,in,s,considrd,0
her,her,s,,
mean,mean,s,strd,0
attire,attire,c,strd,0
",",",",s,,
then,then,s,,
in,in,s,considrd,0
Robes,robes,s,,
Maiestical,maiestical,c,,
;,;,s,,
and,and,s,,
sitting,sitting,s,,
in,in,s,considrd,0
that,that,s,considrd,0
Pomp,pomp,c,strd,0
",",",",s,,
cast,cast,n,,
your,your,s,,
Eye,eye,c,,
",",",",s,,
upon,upon,s,strd,0
those,those,s,,
alluring,alluring,s,,
Objects,objects,c,strd,0
",",",",s,,
which,which,s,considrd,0
she,she,s,considrd,0
her,her,s,,
self,self,s,strd,0
Beholds,beholds,s,,
with,with,n,considrd,0
Admiration,admiration,nn,,
The,the,s,considrd,0
first,first,s,,
Scaene,scaene,s,,
is,is,s,considrd,0
a,a,s,considrd,0
Water-worke,water-worke,c,,
",",",",s,,
presented,presented,s,,
by,by,s,considrd,0
Oceanus,oceanus,c,,
",",",",s,,
King,king,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Sea,sea,s,,
(,(,c,,
from,from,n,,
whose,whose,s,,
Name,name,s,,
the,the,s,considrd,0
Universal,universal,s,strd,0
Maine,maine,s,,
Sea,sea,s,,
is,is,s,considrd,0
called,called,s,,
the,the,s,considrd,0
Ocean,ocean,c,,
),),s,,
He,he,c,considrd,0
",",",",s,,
to,to,s,considrd,0
celebrate,celebrate,s,,
the,the,n,considrd,0
Ceremonies,ceremonies,s,,
and,and,s,,
Honors,honors,c,,
",",",",s,,
due,due,s,,
to,to,s,considrd,0
this,this,s,considrd,0
great,great,s,considrd,0
Festival,festival,c,strd,0
",",",",s,,
and,and,s,,
to,to,s,considrd,0
show,show,s,strd,0
the,the,s,considrd,0
world,world,s,,
his,his,n,considrd,0
Marine,marine,s,,
Chariot,chariot,c,,
",",",",s,,
sits,sits,s,,
Triumphantly,triumphantly,s,,
in,in,s,considrd,0
the,the,s,considrd,0
Vast,vast,s,,
(,(,c,,
but,but,s,,
Queint,queint,c,,
),),s,,
shell,shell,s,,
of,of,s,considrd,0
a,a,s,considrd,0
silver,silver,n,strd,0
Scollup,scollup,c,,
",",",",s,,
Reyning,reyning,s,,
in,in,s,considrd,0
the,the,s,considrd,0
heads,heads,s,,
of,of,s,considrd,0
two,two,s,,
wild,wild,s,,
Seahorses,seahorses,c,,
",",",",s,,
proportioned,proportioned,s,,
to,to,s,considrd,0
the,the,s,considrd,0
life,life,c,,
",",",",n,,
their,their,s,considrd,0
maynes,maynes,s,,
falling,falling,s,,
about,about,s,,
their,their,s,considrd,0
necks,necks,c,strd,0
",",",",s,,
shining,shining,s,,
with,with,s,considrd,0
curles,curles,s,,
of,of,s,considrd,0
gold,gold,nn,,
On,on,s,,
his,his,s,considrd,0
head,head,c,,
",",",",s,,
which,which,s,considrd,0
(,(,c,,
as,as,s,considrd,0
his,his,s,considrd,0
Beard,beard,c,,
),),s,,
is,is,s,considrd,0
knotted,knotted,c,,
",",",",s,,
long,long,c,,
",",",",s,,
carelessly,carelessly,s,strd,0
spread,spread,c,strd,0
",",",",s,,
and,and,n,,
white,white,c,,
",",",",s,,
is,is,s,considrd,0
placd,placd,c,,
",",",",s,,
a,a,s,considrd,0
Diadem,diadem,c,,
",",",",s,,
whose,whose,s,,
Bottom,bottom,c,strd,0
",",",",s,,
is,is,s,considrd,0
a,a,s,considrd,0
conceited,conceited,s,,
Coronet,coronet,s,,
of,of,s,considrd,0
gold,gold,c,,
;,;,s,,
The,the,n,considrd,0
middle,middle,s,,
over,over,s,strd,0
that,that,c,considrd,0
",",",",s,,
is,is,s,considrd,0
a,a,s,considrd,0
Coronet,coronet,s,,
of,of,s,considrd,0
silver,silver,s,strd,0
Scollops,scollops,c,,
",",",",s,,
and,and,s,,
on,on,s,,
the,the,s,considrd,0
top,top,s,,
a,a,s,considrd,0
fair,fair,n,strd,0
spreading,spreading,s,,
branch,branch,s,,
of,of,s,considrd,0
Corrall,corrall,c,,
",",",",s,,
interwouen,interwouen,s,,
thickly,thickly,s,,
with,with,s,considrd,0
Pearl,pearl,c,strd,0
.,.,s,,
In,in,s,considrd,0
his,his,s,considrd,0
right,right,s,,
hand,hand,c,,
",",",",n,,
a,a,s,considrd,0
golden,golden,s,,
Trident,trident,c,,
",",",",s,,
or,or,s,considrd,0
three,three,s,,
forked,forked,s,,
Scepter,scepter,nn,,
His,his,s,considrd,0
habit,habit,s,,
is,is,s,considrd,0
Antique,antique,c,,
",",",",s,,
the,the,s,considrd,0
stuff,stuff,s,strd,0
watchet,watchet,c,,
",",",",s,,
and,and,s,,
silver,silver,c,strd,0
:,:,s,,
a,a,s,considrd,0
mantle,mantle,s,,
crossing,crossing,s,,
his,his,n,considrd,0
body,body,c,,
",",",",s,,
with,with,s,considrd,0
silver,silver,s,strd,0
waves,waves,c,strd,0
",",",",s,,
Bases,bases,c,,
",",",",s,,
and,and,s,,
Buskins,buskins,s,,
cut,cut,s,,
likewise,likewise,s,,
at,at,s,considrd,0
the,the,s,considrd,0
top,top,s,,
into,into,s,considrd,0
silver,silver,n,strd,0
scollups,scollups,c,,
.,.,s,,
And,and,s,,
in,in,s,considrd,0
this,this,s,considrd,0
language,language,s,,
he,he,s,considrd,0
congratulates,congratulates,s,,
his,his,s,considrd,0
Lordship,lordship,nn,,
THus,thus,s,,
Mounted,mounted,c,,
",",",",s,,
hither,hither,s,,
comes,comes,s,,
the,the,s,considrd,0
King,king,s,,
of,of,s,considrd,0
waves,waves,c,strd,0
",",",",n,,
Whose,whose,s,,
voice,voice,s,strd,0
Charms,charms,s,strd,0
roughest,roughest,s,,
Billows,billows,s,,
into,into,s,considrd,0
slaves,slaves,c,strd,0
",",",",n,,
Whose,whose,s,,
Foot,foot,c,strd,0
",",",",s,,
treades,treades,s,,
down,down,s,strd,0
their,their,s,considrd,0
necks,necks,s,,
with,with,s,considrd,0
as,as,s,considrd,0
much,much,s,,
Ease,ease,n,,
As,as,s,considrd,0
in,in,s,considrd,0
my,my,s,considrd,0
shelly,shelly,s,,
Coach,coach,c,,
",",",",s,,
I,i,s,considrd,0
reyne,reyne,s,,
up,up,s,strd,0
These,these,c,,
.,.,n,,
Loud,loud,s,strd,0
Echoes,echoes,s,strd,0
called,called,s,strd,0
me,me,s,,
from,from,s,,
my,my,s,considrd,0
glittering,glittering,s,,
Throne,throne,n,,
To,to,s,considrd,0
see,see,s,,
the,the,s,considrd,0
Noble,noble,s,,
Thamesis,thamesis,c,,
;,;,s,,
--,--,s,,
A,a,s,considrd,0
Son,son,n,strd,0
To,to,s,considrd,0
this,this,s,considrd,0
my,my,s,considrd,0
Queen,queen,s,strd,0
and,and,s,,
Me,me,s,,
((...)),((...)),s,,
whose,whose,s,,
Ear,ear,n,strd,0
Never,never,s,strd,0
Ieweld,ieweld,s,,
up,up,s,strd,0
such,such,s,,
Music,music,s,strd,0
as,as,s,considrd,0
sounds,sounds,s,,
Here,here,c,,
.,.,n,,
For,for,c,considrd,0
",",",",s,,
our,our,s,,
vnfaddomd,vnfaddomd,s,,
World,world,c,,
",",",",s,,
Roares,roares,s,,
out,out,s,,
with,with,s,considrd,0
None,none,n,,
But,but,s,,
Horrid,horrid,s,,
Sea,sea,c,strd,0
Fights,fights,c,strd,1
",",",",s,,
Nauies,nauies,s,,
Overthrown,overthrown,c,strd,0
",",",",n,,
Islands,islands,s,strd,0
halfe-drownd,halfe-drownd,s,,
in,in,s,considrd,0
Blood,blood,c,strd,0
",",",",s,,
Pirates,pirates,s,strd,0
pell,pell,s,,
mell,mell,c,,
",",",",n,,
Turks,turks,s,strd,0
slavish,slavish,s,strd,0
tugging,tugging,s,,
Oars,oars,c,strd,0
",",",",s,,
The,the,s,considrd,0
Dunkerks,dunkerks,s,,
Hell,hell,c,,
",",",",n,,
The,the,s,considrd,0
Dutchmans,dutchmans,s,,
Thunder,thunder,c,,
",",",",s,,
And,and,s,,
the,the,s,considrd,0
Spaniards,spaniards,s,,
Lightning,lightning,c,,
",",",",n,,
To,to,s,considrd,0
whom,whom,c,,
",",",",s,,
the,the,s,considrd,0
Sulphures,sulphures,s,,
Breath,breath,s,,
gives,gives,s,strd,0
Heat,heat,s,strd,0
and,and,s,,
Heightning,heightning,c,,
",",",",n,,
O,o,c,,
!,!,s,,
These,these,s,,
are,are,s,,
the,the,s,considrd,0
Dire,dire,s,,
Tunes,tunes,s,,
