token,tokenToMatch,endReason,tag,tagIndex
THe,the,s,considrd,0
general,general,s,strd,0
welcomes,welcomes,s,,
Tamburlain,tamburlain,s,,
receiud,receiud,c,,
",",",",n,,
When,when,s,,
he,he,s,considrd,0
arrived,arrived,s,strd,0
last,last,s,,
upon,upon,s,strd,0
our,our,s,,
stage,stage,c,,
",",",",n,,
Has,has,s,strd,0
made,made,s,,
our,our,s,,
Poet,poet,s,,
pen,pen,s,,
his,his,s,considrd,0
second,second,s,,
part,part,c,,
*,*,n,,
Where,where,s,strd,0
death,death,s,,
cuts,cuts,s,,
off,off,s,,
the,the,s,considrd,0
progres,progres,s,,
of,of,s,considrd,0
his,his,s,considrd,0
pomp,pomp,c,,
.,.,n,,
And,and,s,,
murdrous,murdrous,s,,
Fates,fates,s,,
throws,throws,s,strd,0
al,al,s,considrd,0
his,his,s,considrd,0
triumphs,triumphs,s,,
down,down,c,,
",",",",n,,
But,but,s,,
what,what,s,,
became,became,s,,
of,of,s,considrd,0
fair,fair,s,strd,0
Zenocrate,zenocrate,c,,
",",",",n,,
And,and,s,,
with,with,s,considrd,0
how,how,s,,
many,many,s,strd,0
cities,cities,s,,
sacrifice,sacrifice,n,,
He,he,s,considrd,0
celebrated,celebrated,s,,
her,her,s,,
said,said,s,,
funeral,funeral,c,strd,0
",",",",n,,
Himself,himself,s,strd,0
in,in,s,considrd,0
presence,presence,s,,
shall,shall,s,strd,0
unfold,unfold,s,strd,0
at,at,s,considrd,0
large,large,c,,
.,.,n,,
EGregious,egregious,s,,
Viceroyes,viceroyes,s,,
of,of,s,considrd,0
these,these,s,,
Eastern,eastern,s,,
parts,parts,n,,
Placed,placed,s,strd,0
by,by,s,considrd,0
the,the,s,considrd,0
issue,issue,s,,
of,of,s,considrd,0
great,great,s,considrd,0
Baiazeth,baiazeth,c,,
:,:,n,,
And,and,s,,
sacred,sacred,s,,
Lord,lord,s,,
the,the,s,considrd,0
mighty,mighty,s,,
Calapine,calapine,c,,
:,:,n,,
Who,who,s,considrd,0
lives,lives,s,strd,0
in,in,s,considrd,0
Egypt,egypt,c,,
",",",",s,,
prisoner,prisoner,s,,
to,to,s,considrd,0
that,that,s,considrd,0
slave,slave,c,strd,0
",",",",n,,
Which,which,s,considrd,0
kept,kept,s,,
his,his,s,considrd,0
father,father,s,,
in,in,s,considrd,0
an,an,s,,
iron,iron,s,strd,0
cage,cage,c,,
:,:,n,,
Now,now,s,,
have,have,s,strd,0
we,we,s,considrd,0
martcht,martcht,s,,
from,from,s,,
fair,fair,s,strd,0
Natolia,natolia,n,,
Two,two,s,,
hundred,hundred,s,,
leagues,leagues,c,,
",",",",s,,
and,and,s,,
on,on,s,,
Danubius,danubius,s,,
banks,banks,c,,
",",",",n,,
Our,our,s,,
warlike,warlike,s,,
host,host,s,strd,0
in,in,s,considrd,0
complete,complete,s,strd,0
armor,armor,s,strd,0
rest,rest,c,,
",",",",n,,
Where,where,s,,
Sigismond,sigismond,s,,
the,the,s,considrd,0
king,king,s,,
of,of,s,considrd,0
Hungary,hungary,n,,
Should,should,s,,
meet,meet,s,,
our,our,s,,
person,person,s,,
to,to,s,considrd,0
conclude,conclude,s,,
a,a,s,considrd,0
truce,truce,c,,
.,.,n,,
What,what,c,,
?,?,s,,
Shall,shall,s,considrd,0
we,we,s,considrd,0
parle,parle,s,,
with,with,s,considrd,0
the,the,s,considrd,0
Christian,christian,c,,
?,?,n,,
Or,or,s,considrd,0
cross,cross,s,strd,0
the,the,s,considrd,0
stream,stream,c,strd,0
",",",",s,,
and,and,s,,
meet,meet,s,,
him,him,s,,
in,in,s,considrd,0
the,the,s,considrd,0
field,field,c,,
.,.,nn,,
King,king,s,,
of,of,s,considrd,0
Natolia,natolia,c,,
",",",",s,,
let,let,s,,
us,us,s,strd,0
treat,treat,s,,
of,of,s,considrd,0
peace,peace,c,,
",",",",n,,
We,we,s,considrd,0
all,all,s,,
are,are,s,,
glutted,glutted,s,,
with,with,s,considrd,0
the,the,s,considrd,0
Christians,christians,s,,
blood,blood,c,,
",",",",n,,
And,and,s,,
have,have,s,strd,0
a,a,s,considrd,0
greater,greater,s,,
foe,foe,s,,
to,to,s,considrd,0
fight,fight,s,,
against,against,c,,
",",",",n,,
Proud,proud,s,,
Tamburlaine,tamburlaine,c,,
",",",",s,,
that,that,s,considrd,0
now,now,s,,
in,in,s,considrd,0
Asia,asia,c,,
",",",",n,,
Near,near,s,strd,0
Guyrons,guyrons,s,,
head,head,s,,
does,does,s,strd,0
set,set,s,,
his,his,s,considrd,0
conquering,conquering,s,,
feet,feet,c,,
",",",",n,,
And,and,s,,
means,means,s,,
to,to,s,considrd,0
fire,fire,s,considrd,0
Turkey,turkey,s,strd,0
as,as,s,considrd,0
he,he,s,considrd,0
goes,goes,c,,
:,:,n,,
Against,against,s,strd,0
him,him,s,,
my,my,s,considrd,0
Lord,lord,s,,
must,must,s,,
you,you,s,considrd,0
address,address,s,strd,0
your,your,s,,
power,power,c,,
.,.,nn,,
Besides,besides,c,,
",",",",s,,
king,king,s,,
Sigismond,sigismond,s,,
has,has,s,strd,0
brought,brought,s,,
from,from,s,,
Christendom,christendom,c,strd,0
",",",",n,,
More,more,s,,
then,then,s,,
his,his,s,considrd,0
Camp,camp,s,,
of,of,s,considrd,0
stout,stout,s,,
Hungarians,hungarians,c,,
",",",",n,,
Sclauonians,sclauonians,c,,
",",",",s,,
Almans,almans,c,,
",",",",s,,
Rutters,rutters,c,,
",",",",s,,
Muffes,muffes,c,,
",",",",s,,
and,and,s,,
Danes,danes,c,,
",",",",n,,
That,that,s,considrd,0
with,with,s,considrd,0
the,the,s,considrd,0
Holbard,holbard,c,,
",",",",s,,
Lance,lance,c,,
",",",",s,,
and,and,s,,
murdering,murdering,s,strd,0
Axe,axe,c,,
",",",",n,,
Will,will,s,,
hazard,hazard,s,,
that,that,s,considrd,0
we,we,s,considrd,0
might,might,s,,
with,with,s,considrd,0
surety,surety,s,,
hold,hold,c,,
.,.,n,,
Though,though,s,,
from,from,s,,
the,the,s,considrd,0
shortest,shortest,s,,
Northren,northren,s,,
Parallel,parallel,c,strd,0
",",",",n,,
Vast,vast,s,,
Gruntland,gruntland,s,,
compast,compast,s,,
with,with,s,considrd,0
the,the,s,considrd,0
frozen,frozen,s,,
sea,sea,c,,
",",",",n,,
Inhabited,inhabited,s,,
with,with,s,considrd,0
tall,tall,s,,
and,and,s,,
sturdy,sturdy,s,,
men,men,c,,
",",",",n,,
Giants,giants,s,strd,0
as,as,s,considrd,0
big,big,s,,
as,as,s,considrd,0
hugie,hugie,s,,
Polypheme,polypheme,c,,
:,:,n,,
Millions,millions,s,,
of,of,s,considrd,0
Soldiers,soldiers,s,strd,0
cut,cut,s,,
the,the,s,considrd,0
Artick,artick,s,,
line,line,c,,
",",",",n,,
Bringing,bringing,s,,
the,the,s,considrd,0
strength,strength,s,,
of,of,s,considrd,0
Europe,europe,s,,
to,to,s,considrd,0
these,these,s,,
Arms,arms,c,strd,0
.,.,n,,
Our,our,s,,
Turkey,turkey,s,strd,0
blades,blades,s,,
shall,shall,s,strd,0
glide,glide,s,,
through,through,s,,
al,al,s,considrd,0
their,their,s,considrd,0
throats,throats,c,,
",",",",n,,
And,and,s,,
make,make,s,,
this,this,s,considrd,0
champion,champion,s,,
mead,mead,s,,
a,a,s,considrd,0
bloody,bloody,s,,
Fen,fen,c,,
",",",",n,,
Danubius,danubius,s,,
stream,stream,s,,
that,that,s,considrd,0
runs,runs,s,,
to,to,s,considrd,0
Trebizon,trebizon,c,,
",",",",n,,
Shall,shall,s,considrd,0
carry,carry,s,strd,0
wrapped,wrapped,s,strd,0
within,within,s,,
his,his,s,considrd,0
scarlet,scarlet,s,,
waves,waves,c,strd,0
",",",",n,,
As,as,s,considrd,0
martial,martial,s,strd,0
presents,presents,s,,
to,to,s,considrd,0
our,our,s,,
friends,friends,s,,
at,at,s,considrd,0
home,home,c,,
.,.,n,,
The,the,s,considrd,0
slaughtered,slaughtered,s,,
bodies,bodies,s,,
of,of,s,considrd,0
these,these,s,,
Christians,christians,c,,
.,.,n,,
The,the,s,considrd,0
Terrene,terrene,s,,
main,main,s,,
wherein,wherein,s,strd,0
Danubius,danubius,s,,
falls,falls,c,strd,0
",",",",n,,
Shall,shall,s,considrd,0
by,by,s,considrd,0
this,this,s,considrd,0
battle,battle,s,strd,0
be,be,s,considrd,0
the,the,s,considrd,0
bloody,bloody,s,,
Sea,sea,c,,
.,.,n,,
The,the,s,considrd,0
wandering,wandering,s,strd,0
Sailers,sailers,s,,
of,of,s,considrd,0
proud,proud,s,,
Italy,italy,c,,
",",",",n,,
Shall,shall,s,considrd,0
meet,meet,s,,
those,those,s,,
Christians,christians,s,,
fleeting,fleeting,s,,
with,with,s,considrd,0
the,the,s,considrd,0
tide,tide,c,strd,0
",",",",n,,
Be,be,s,considrd,0
ating,ating,s,,
in,in,s,considrd,0
heaps,heaps,s,,
against,against,s,,
their,their,s,considrd,0
Argoses,argoses,c,,
.,.,n,,
And,and,s,,
make,make,s,,
fair,fair,s,strd,0
Europe,europe,s,,
mounted,mounted,s,,
on,on,s,,
her,her,s,,
bull,bull,c,,
",",",",n,,
Trapt,trapt,s,,
with,with,s,considrd,0
the,the,s,considrd,0
wealth,wealth,s,,
and,and,s,,
riches,riches,s,,
of,of,s,considrd,0
the,the,s,considrd,0
world,world,c,,
",",",",n,,
Alight,alight,s,,
and,and,s,,
wear,wear,s,strd,0
