token,tokenToMatch,endReason,tag,tagIndex
FIRE,fire,s,considrd,0
And,and,s,,
Brimstone,brimstone,c,,
;,;,s,,
OR,or,c,considrd,0
",",",",s,,
THE,the,s,considrd,0
DESTRUCTION,destruction,s,,
OF,of,s,considrd,0
Sodom,sodom,c,,
.,.,nn,,
Except,except,s,,
ye,ye,s,,
repent,repent,c,,
",",",",s,,
ye,ye,s,,
shall,shall,s,considrd,0
all,all,s,,
likewise,likewise,s,,
perish,perish,c,,
.,.,s,,
IF,if,s,,
any,any,s,,
think,think,s,,
my,my,s,considrd,0
Buskin,buskin,s,,
is,is,s,considrd,0
too,too,n,,
much,much,n,,
Like,like,s,,
to,to,s,considrd,0
Satyr,satyr,c,,
;,;,s,,
know,know,c,,
",",",",s,,
it,it,s,strd,0
is,is,s,strd,1
not,not,s,,
a,a,s,considrd,0
touch,touch,c,,
:,:,n,,
If,if,s,,
the,the,s,considrd,0
Physician,physician,s,strd,0
can,can,s,,
a,a,s,considrd,0
Gangrene,gangrene,s,,
kill,kill,c,,
",",",",n,,
He,he,s,considrd,0
must,must,s,,
use,use,s,,
Corrosives,corrosives,s,,
as,as,s,considrd,0
well,well,s,,
as,as,s,considrd,0
skill,skill,c,,
;,;,n,,
Else,else,s,,
putrid,putrid,s,,
matter,matter,s,,
will,will,s,,
infest,infest,s,,
the,the,s,considrd,0
part,part,n,,
That,that,s,strd,0
Is,is,s,strd,1
sound,sound,c,,
",",",",s,,
till,till,s,,
it,it,s,,
has,has,s,strd,0
seized,seized,s,,
on,on,s,,
the,the,s,considrd,0
heart,heart,c,,
:,:,n,,
This,this,s,considrd,0
is,is,s,considrd,0
too,too,s,,
often,often,s,,
seen,seen,s,,
to,to,s,considrd,0
be,be,s,considrd,0
disapproved,disapproved,c,strd,0
;,;,n,,
Let,let,s,,
not,not,s,,
the,the,s,considrd,0
courteous,courteous,s,,
Reader,reader,s,,
then,then,s,,
be,be,s,considrd,0
moved,moved,c,strd,0
",",",",n,,
If,if,s,,
I,i,s,considrd,0
have,have,s,considrd,0
laid,laid,s,,
the,the,s,considrd,0
Axe,axe,s,,
to,to,s,considrd,0
the,the,s,considrd,0
Tree's,tree's,s,,
root,root,c,,
",",",",n,,
Thinking,thinking,s,,
to,to,s,considrd,0
fell,fell,s,,
it,it,c,,
.,.,s,,
O,o,c,,
!,!,s,,
that,that,s,considrd,0
I,i,s,considrd,0
could,could,s,,
do,do,c,strd,0
it,it,c,strd,1
.,.,n,,
If,if,s,,
Lot's,lot's,s,,
Wife,wife,c,,
",",",",s,,
who,who,s,considrd,0
was,was,s,,
led,led,s,,
by,by,s,considrd,0
Angel's,angel's,s,,
hand,hand,c,,
",",",",n,,
Escaped,escaped,s,strd,0
not,not,s,,
God's,god's,s,,
Judgment,judgment,c,,
",",",",s,,
but,but,s,,
does,does,s,strd,0
Pillar,pillar,s,,
stand,stand,n,,
Of,of,s,considrd,0
Salt,salt,c,,
.,.,s,,
And,and,s,,
seeing,seeing,s,,
Justice,justice,s,,
does,does,s,strd,0
begin,begin,n,,
With,with,s,considrd,0
House,house,s,,
of,of,s,considrd,0
God,god,c,,
",",",",s,,
must,must,s,,
we,we,s,considrd,0
not,not,s,,
all,all,s,,
fear,fear,s,,
sin,sin,c,,
?,?,n,,
That,that,s,considrd,0
Adam,adam,s,,
out,out,s,,
of,of,s,considrd,0
Paradise,paradise,s,strd,0
did,did,s,,
cast,cast,c,,
;,;,n,,
And,and,s,,
after,after,s,,
him,him,c,,
",",",",s,,
drowned,drowned,s,strd,0
the,the,s,considrd,0
old,old,s,,
World,world,s,,
at,at,s,considrd,0
last,last,c,,
;,;,n,,
That,that,s,considrd,0
slaved,slaved,s,,
Israel,israel,s,,
four,four,s,,
hundred,hundred,s,,
years,years,c,,
;,;,n,,
And,and,s,,
costs,costs,s,,
each,each,s,,
Heaven-born,heaven-born,s,strd,0
Child,child,s,,
much,much,s,,
briny,briny,s,,
tears,tears,c,,
:,:,n,,
What,what,s,,
say,say,s,,
I,i,c,considrd,0
",",",",s,,
tears,tears,c,,
?,?,s,,
for,for,s,considrd,0
it,it,s,,
the,the,s,considrd,0
Son,son,s,,
of,of,s,considrd,0
God,god,n,,
Sweat,sweat,s,,
drops,drops,s,,
of,of,s,considrd,0
blood,blood,c,,
",",",",s,,
and,and,s,,
bore,bore,s,,
a,a,s,considrd,0
heavy,heavy,s,,
load,load,n,,
Of,of,s,considrd,0
wood,wood,c,,
",",",",s,,
for's,for's,s,,
Cross,cross,c,,
",",",",s,,
and,and,s,,
then,then,s,,
resigned,resigned,s,strd,0
his,his,s,considrd,0
breath,breath,c,,
",",",",n,,
That,that,s,considrd,0
who,who,s,considrd,0
believes,believes,s,,
might,might,s,,
not,not,s,,
taste,taste,s,,
second,second,s,,
death,death,c,,
.,.,n,,
For,for,s,considrd,0
it,it,s,,
is,is,s,considrd,0
Sodom,sodom,s,,
burnt,burnt,c,,
",",",",s,,
our,our,s,,
present,present,s,,
Theme,theme,c,,
;,;,n,,
We,we,s,considrd,0
must,must,s,,
beware,beware,s,,
of,of,s,considrd,0
Sin,sin,c,,
",",",",s,,
or,or,s,considrd,0
bear,bear,s,,
the,the,s,considrd,0
blame,blame,c,,
.,.,n,,
If,if,s,,
we,we,s,considrd,0
give,give,s,,
way,way,c,,
",",",",s,,
this,this,s,considrd,0
Circe,circe,s,,
will,will,s,,
bewitch,bewitch,n,,
The,the,s,considrd,0
best,best,c,,
.,.,s,,
The,the,s,considrd,0
fire's,fire's,s,,
hot,hot,s,,
made,made,s,,
of,of,s,considrd,0
wood,wood,s,,
and,and,s,,
pitch,pitch,n,,
But,but,s,,
hotter,hotter,s,,
far,far,c,,
",",",",s,,
that,that,s,strd,0
is,is,s,strd,1
kindled,kindled,s,,
by,by,s,considrd,0
the,the,s,considrd,0
breath,breath,n,,
Of,of,s,considrd,0
Sin-revenging,sin-revenging,s,,
God,god,c,,
",",",",s,,
eternal,eternal,s,,
death,death,c,,
.,.,n,,
BEhold,behold,c,,
",",",",s,,
how,how,s,,
Sodom,sodom,s,,
swaggers,swaggers,s,,
in,in,s,considrd,0
its,its,s,,
Pride,pride,c,,
",",",",n,,
And,and,s,,
Lust,lust,c,,
",",",",s,,
and,and,s,,
Gluttony,gluttony,c,,
!,!,s,,
none,none,s,,
is,is,s,considrd,0
espied,espied,c,,
",",",",n,,
That,that,s,considrd,0
thoughts,thoughts,s,,
of,of,s,considrd,0
Heaven,heaven,s,,
have,have,c,considrd,0
;,;,s,,
or,or,s,considrd,0
bow,bow,s,strd,0
a,a,s,considrd,0
knee,knee,c,,
:,:,n,,
But,but,s,,
one,one,s,,
poor,poor,s,,
Stranger,stranger,c,,
",",",",s,,
who,who,s,considrd,0
adoreth,adoreth,s,,
me,me,c,,
.,.,n,,
My,my,s,considrd,0
Servant,servant,s,,
Lot,lot,c,,
:,:,s,,
whose,whose,s,,
holy,holy,s,,
Soul,soul,s,,
they,they,s,considrd,0
vex,vex,c,,
;,;,n,,
Because,because,s,,
there,there,s,strd,0
is,is,s,strd,1
no,no,s,considrd,0
distinction,distinction,s,,
made,made,s,,
of,of,s,considrd,0
Sex,sex,n,,
Nor,nor,s,,
age,age,c,,
",",",",s,,
But,but,s,,
all,all,s,,
promiscuously,promiscuously,s,,
do,do,s,,
go,go,c,,
",",",",n,,
Like,like,s,,
Goats,goats,s,,
and,and,s,,
Leopards,leopards,s,,
that,that,s,considrd,0
all,all,s,,
they,they,s,considrd,0
may,may,s,,
know,know,n,,
Each,each,s,,
other,other,c,,
.,.,s,,
Come,come,c,,
",",",",s,,
we,we,s,considrd,0
will,will,s,,
go,go,s,,
down,down,s,,
and,and,s,,
see,see,c,,
",",",",n,,
Those,those,s,,
horrid,horrid,s,,
facts,facts,c,,
;,;,s,,
whose,whose,s,,
cry,cry,s,,
has,has,s,considrd,0
come,come,s,,
to,to,s,considrd,0
me,me,c,,
.,.,n,,
I,i,s,considrd,0
am,am,s,,
the,the,s,considrd,0
Holy,holy,s,,
One,one,s,,
who,who,s,considrd,0
sit,sit,s,,
above,above,c,,
",",",",n,,
My,my,s,considrd,0
purer,purer,s,,
Eye,eye,s,,
cannot,cannot,s,,
such,such,s,,
things,things,s,,
approve,approve,c,,
.,.,n,,
The,the,s,considrd,0
Soul,soul,s,,
that,that,s,considrd,0
sins,sins,c,strd,0
",",",",s,,
it,it,s,,
shall,shall,s,considrd,0
surely,surely,s,,
die,die,c,,
.,.,n,,
Awake,awake,s,,
my,my,s,considrd,0
Just,just,s,,
revenge,revenge,c,,
;,;,s,,
I,i,s,strd,0
Will,will,s,strd,1
down,down,s,,
and,and,s,,
try,try,c,,
:,:,n,,
If,if,s,,
they,they,s,considrd,0
my,my,s,considrd,0
handy,handy,s,,
work,work,s,,
who,who,s,considrd,0
are,are,s,,
but,but,s,,
clay,clay,c,,
",",",",n,,
Dare,dare,s,,
quarrel,quarrel,s,,
with,with,s,considrd,0
their,their,s,considrd,0
Potter,potter,s,,
and,and,s,,
say,say,s,,
nay,nay,c,,
:,:,n,,
But,but,s,,
we,we,s,considrd,0
will,will,s,,
do,do,s,,
it,it,c,,
.,.,s,,
Who,who,s,considrd,0
can,can,s,,
us,us,s,,
control,control,c,strd,0
?,?,n,,
What,what,s,,
profits,profits,s,strd,0
Religion,religion,c,,
",",",",s,,
since,since,s,,
the,the,s,considrd,0
Soul,soul,n,,
Is,is,s,considrd,0
mortal,mortal,s,,
as,as,s,considrd,0
our,our,s,,
flesh,flesh,s,,
and,and,s,,
cannot,cannot,s,,
rise,rise,c,,
?,?,n,,
Let,let,s,strd,0
Us,us,s,strd,1
heap,heap,s,,
up,up,s,,
sin,sin,s,,
on,on,s,,
sin,sin,c,,
",",",",s,,
and,and,s,,
heaven,heaven,s,strd,0
despise,despise,c,,
.,.,n,,
Put,put,s,,
on,on,s,,
your,your,s,,
walking,walking,s,,
habits,habits,c,,
:,:,s,,
Let,let,s,,
us,us,s,,
go,go,n,,
And,and,s,,
view,view,s,,
the,the,s,considrd,0
place,place,c,,
",",",",s,,
to,to,s,considrd,0
see,see,s,,
if,if,s,,
it,it,s,,
be,be,s,considrd,0
