token,tokenToMatch,endReason,tag,tagIndex
AT,at,s,considrd,0
Elie,elie,s,,
and,and,s,,
Hatton-Houses,hatton-houses,c,,
",",",",s,,
the,the,s,considrd,0
Gentlemen,gentlemen,s,,
and,and,s,,
their,their,s,considrd,0
Assistants,assistants,s,,
met,met,c,,
",",",",s,,
and,and,s,,
in,in,s,considrd,0
this,this,n,considrd,0
manner,manner,s,,
prepared,prepared,s,strd,0
for,for,s,considrd,0
the,the,s,considrd,0
Court,court,c,,
.,.,s,,
The,the,s,considrd,0
Antimasquers,antimasquers,s,,
were,were,s,,
vsher'd,vsher'd,s,,
by,by,s,considrd,0
a,a,s,considrd,0
Hornepipe,hornepipe,c,,
",",",",s,,
and,and,n,,
a,a,s,considrd,0
Shalme,shalme,c,,
",",",",s,,
riding,riding,s,,
in,in,s,considrd,0
Coats,coats,s,strd,0
and,and,s,,
Caps,caps,s,,
of,of,s,considrd,0
yellow,yellow,s,,
Taffata,taffata,c,,
",",",",s,,
spotted,spotted,s,,
with,with,s,considrd,0
Silver,silver,c,,
",",",",n,,
their,their,s,considrd,0
Feathers,feathers,s,,
red,red,c,considrd,0
",",",",s,,
their,their,s,considrd,0
Horses,horses,s,,
led,led,s,,
by,by,s,considrd,0
men,men,s,,
in,in,s,considrd,0
coats,coats,s,strd,0
of,of,s,considrd,0
blew,blew,s,,
Taffata,taffata,c,,
",",",",s,,
their,their,n,considrd,0
wings,wings,s,,
red,red,c,considrd,0
",",",",s,,
and,and,s,,
part,part,s,,
of,of,s,considrd,0
their,their,s,considrd,0
sleeves,sleeves,s,,
yellow,yellow,c,,
",",",",s,,
Caps,caps,s,,
and,and,s,,
Feathers,feathers,c,,
:,:,s,,
all,all,s,,
the,the,n,considrd,0
torch-bearers,torch-bearers,s,,
in,in,s,considrd,0
the,the,s,considrd,0
same,same,s,,
habit,habit,s,strd,0
appointed,appointed,s,strd,0
to,to,s,considrd,0
attend,attend,c,,
",",",",s,,
and,and,s,,
give,give,s,,
plentiful,plentiful,s,strd,0
light,light,n,,
to,to,s,considrd,0
the,the,s,considrd,0
whole,whole,s,,
train,train,nn,strd,0
Fancy,fancy,c,strd,0
",",",",s,,
in,in,s,considrd,0
a,a,s,considrd,0
suit,suit,s,strd,0
of,of,s,considrd,0
several,several,s,strd,0
colored,colored,s,strd,0
Feathers,feathers,s,,
hooded,hooded,c,,
.,.,s,,
A,a,s,considrd,0
pair,pair,s,strd,0
of,of,s,considrd,0
Bats-wings,bats-wings,n,,
on,on,s,,
his,his,s,considrd,0
shoulders,shoulders,c,,
",",",",s,,
riding,riding,s,,
alone,alone,s,,
as,as,s,considrd,0
sole,sole,s,,
presenter,presenter,s,,
of,of,s,considrd,0
the,the,s,considrd,0
Antimasques,antimasques,nn,,
After,after,s,,
him,him,s,,
rode,rode,s,,
Opinion,opinion,s,,
and,and,s,,
Confidence,confidence,s,,
together,together,c,,
",",",",s,,
Opinion,opinion,s,,
in,in,s,considrd,0
an,an,s,,
old,old,s,,
fashioned,fashioned,n,,
Doublet,doublet,s,,
of,of,s,considrd,0
black,black,s,strd,0
Velvet,velvet,c,,
",",",",s,,
and,and,s,,
truncke,truncke,s,,
Hose,hose,c,,
",",",",s,,
a,a,s,considrd,0
short,short,s,,
Cloak,cloak,s,strd,0
of,of,s,considrd,0
the,the,s,considrd,0
same,same,s,,
with,with,s,considrd,0
an,an,n,,
antique,antique,s,,
Cape,cape,c,,
",",",",s,,
a,a,s,considrd,0
black,black,s,strd,0
Velvet,velvet,s,,
cap,cap,s,,
pinched,pinched,s,strd,0
up,up,c,,
",",",",s,,
with,with,s,considrd,0
a,a,s,considrd,0
white,white,s,,
fall,fall,c,,
",",",",s,,
a,a,s,considrd,0
Staff,staff,s,strd,0
in,in,n,considrd,0
his,his,s,considrd,0
hand,hand,nn,,
Confidence,confidence,s,,
in,in,s,considrd,0
a,a,s,considrd,0
slashed,slashed,s,strd,0
Doublet,doublet,s,,
parti-colored,parti-colored,s,strd,0
Breeches,breeches,s,,
suitable,suitable,s,strd,0
with,with,s,considrd,0
points,points,s,strd,0
at,at,n,considrd,0
knees,knees,c,,
",",",",s,,
favors,favors,s,strd,0
upon,upon,s,,
his,his,s,considrd,0
breast,breast,c,,
",",",",s,,
and,and,s,,
arm,arm,c,strd,0
:,:,s,,
a,a,s,considrd,0
broad,broad,s,,
brim'd,brim'd,s,,
Hat,hat,c,,
",",",",s,,
tied,tied,s,,
upon,upon,s,,
one,one,n,,
side,side,c,,
",",",",s,,
banded,banded,s,,
with,with,s,considrd,0
a,a,s,considrd,0
Feather,feather,c,,
",",",",s,,
a,a,s,considrd,0
long,long,s,,
Lock,lock,s,strd,0
of,of,s,considrd,0
Hair,hair,c,strd,0
",",",",s,,
trimmed,trimmed,s,strd,0
with,with,s,considrd,0
several,several,n,strd,0
colored,colored,s,strd,0
Ribbands,ribbands,c,,
",",",",s,,
wide,wide,s,,
Boots,boots,c,,
",",",",s,,
and,and,s,,
great,great,s,considrd,0
Spurs,spurs,s,strd,0
with,with,s,considrd,0
Bells,bells,s,strd,0
for,for,s,considrd,0
rowels,rowels,nn,,
Next,next,s,,
rode,rode,s,,
Iollity,iollity,s,,
and,and,s,,
Laughter,laughter,c,,
.,.,s,,
Iollity,iollity,s,,
in,in,s,considrd,0
a,a,s,considrd,0
flame-coloured,flame-coloured,s,,
Suite,suite,c,,
",",",",s,,
but,but,s,,
tricked,tricked,n,strd,0
like,like,s,,
a,a,s,considrd,0
Morise-dancer,morise-dancer,c,,
",",",",s,,
with,with,s,considrd,0
Scarfes,scarfes,s,,
and,and,s,,
Napkins,napkins,c,,
",",",",s,,
his,his,s,considrd,0
Hat,hat,s,,
fashioned,fashioned,s,,
like,like,s,,
a,a,s,considrd,0
Cone,cone,c,,
",",",",n,,
with,with,s,considrd,0
a,a,s,considrd,0
little,little,s,,
fall,fall,nn,,
Laughter,laughter,s,,
in,in,s,considrd,0
a,a,s,considrd,0
long,long,s,,
side,side,s,,
Coat,coat,s,strd,0
of,of,s,considrd,0
several,several,s,strd,0
colors,colors,c,strd,0
",",",",s,,
laughing,laughing,s,,
Visards,visards,s,,
on,on,s,,
his,his,n,considrd,0
breast,breast,s,,
and,and,s,,
back,back,c,strd,0
",",",",s,,
a,a,s,considrd,0
Cap,cap,s,,
with,with,s,considrd,0
two,two,s,,
grinning,grinning,s,,
faces,faces,c,,
",",",",s,,
and,and,s,,
Feathers,feathers,s,,
