token,tokenToMatch,endReason,tag,tagIndex
PART,part,s,,
OF,of,s,considrd,0
THE,the,s,considrd,0
KINGS,kings,s,,
ENTERTAINMENT,entertainment,s,,
IN,in,s,considrd,0
PASSING,passing,s,,
TO,to,s,considrd,0
his,his,s,considrd,0
Coronation,coronation,c,,
.,.,nn,,
The,the,s,considrd,0
Author,author,s,,
B,b,c,considrd,0
.,.,s,,
I,i,c,considrd,0
.,.,s,,
Quando,quando,s,,
magis,magis,s,,
dignos,dignos,s,,
licuit,licuit,s,,
spectare,spectare,s,,
triumphos,triumphos,c,,
!,!,nnn,,
LONDON,london,c,,
",",",",s,,
M,m,c,,
.,.,s,,
D,d,s,,
C,c,c,,
.,.,s,,
XVI,xvi,c,,
.,.,nn,,
THe,the,s,considrd,0
Scene,scene,s,,
presented,presented,s,,
it,it,s,,
self,self,s,strd,0
in,in,s,considrd,0
a,a,s,considrd,0
square,square,s,,
and,and,s,,
flat,flat,s,,
upright,upright,c,strd,0
",",",",s,,
like,like,s,,
to,to,s,considrd,0
the,the,s,considrd,0
side,side,s,,
of,of,n,considrd,0
a,a,s,considrd,0
City,city,c,strd,0
:,:,s,,
the,the,s,considrd,0
top,top,s,,
thereof,thereof,c,,
",",",",s,,
above,above,s,strd,0
the,the,s,considrd,0
Vent,vent,c,,
",",",",s,,
and,and,s,,
Crest,crest,c,,
",",",",s,,
adorned,adorned,s,strd,0
with,with,s,considrd,0
houses,houses,c,,
",",",",n,,
towers,towers,c,strd,0
",",",",s,,
and,and,s,,
steeples,steeples,c,,
",",",",s,,
set,set,s,,
off,off,s,,
in,in,s,considrd,0
prospectiue,prospectiue,c,,
.,.,s,,
Upon,upon,s,strd,0
the,the,s,considrd,0
battlements,battlements,s,,
in,in,s,considrd,0
a,a,s,considrd,0
great,great,n,considrd,0
capital,capital,s,strd,0
letter,letter,s,,
was,was,s,,
inscribed,inscribed,c,,
",",",",s,,
LONDINIVM,londinivm,n,,
According,according,s,,
to,to,s,considrd,0
TACITUS,tacitus,c,strd,0
:,:,s,,
At,at,s,considrd,0
SVETONIVS,svetonivs,s,,
mira,mira,s,,
constantia,constantia,c,,
",",",",s,,
medios,medios,s,,
inter,inter,s,,
hosteis,hosteis,n,,
Londinium,londinium,s,,
perrexit,perrexit,c,,
",",",",s,,
cognomento,cognomento,s,,
quidem,quidem,s,,
Coloniae,coloniae,s,,
non,non,s,,
insigne,insigne,c,,
",",",",s,,
sed,sed,s,,
copia,copia,n,,
Negotiatorum,negotiatorum,c,,
",",",",s,,
and,and,s,,
commeatu,commeatu,s,,
maxim,maxim,s,strd,0
celebre,celebre,c,,
.,.,s,,
Beneath,beneath,s,,
that,that,c,considrd,0
",",",",s,,
in,in,s,considrd,0
a,a,s,considrd,0
less,less,s,strd,0
and,and,n,,
different,different,s,,
character,character,c,,
",",",",s,,
was,was,s,,
written,written,s,,
CAMERA,camera,s,,
REGIA,regia,n,,
Which,which,s,considrd,0
title,title,s,,
immediately,immediately,s,,
after,after,s,,
the,the,s,considrd,0
Norman,norman,s,,
conquest,conquest,s,,
it,it,s,,
began,began,s,,
to,to,s,considrd,0
have,have,c,strd,0
;,;,s,,
PAR,par,s,,
DOMVS,domvs,n,,
HAEC,haec,s,,
COELO,coelo,n,,
SED,sed,s,,
MINOR,minor,s,,
EST,est,s,,
DOMINO,domino,c,,
.,.,n,,
Taken,taken,s,,
out,out,s,,
of,of,s,considrd,0
MARTIAL,martial,c,,
",",",",s,,
Hyperbole,hyperbole,c,,
),),s,,
be,be,s,considrd,0
said,said,s,,
to,to,s,considrd,0
touch,touch,s,,
the,the,s,considrd,0
stars,stars,c,strd,0
",",",",s,,
and,and,s,,
reach,reach,s,,
up,up,s,strd,0
to,to,n,considrd,0
heaven,heaven,c,strd,0
",",",",s,,
yet,yet,s,,
was,was,s,,
it,it,s,,
far,far,s,strd,0
inferior,inferior,s,,
to,to,s,considrd,0
the,the,s,considrd,0
master,master,s,,
thereof,thereof,c,,
",",",",s,,
who,who,s,considrd,0
was,was,s,,
his,his,s,considrd,0
Majesty,majesty,c,strd,0
;,;,n,,
and,and,s,,
in,in,s,considrd,0
that,that,s,considrd,0
respect,respect,s,,
unworthy,unworthy,s,strd,0
to,to,s,considrd,0
receive,receive,s,strd,0
him,him,c,,
.,.,s,,
The,the,s,considrd,0
highest,highest,s,,
person,person,s,,
advanced,advanced,n,strd,0
therein,therein,c,,
",",",",s,,
