token,tokenToMatch,endReason,tag,tagIndex
NOw,now,s,,
Phillip,phillip,s,,
Chabot,chabot,c,,
",",",",s,,
Admiral,admiral,s,strd,0
of,of,s,considrd,0
France,france,c,,
",",",",n,,
The,the,s,considrd,0
great,great,c,considrd,0
",",",",s,,
and,and,s,,
only,only,s,strd,0
famous,famous,s,,
Favorite,favorite,n,,
To,to,s,considrd,0
Francis,francis,s,,
first,first,s,,
of,of,s,considrd,0
that,that,s,considrd,0
Imperial,imperial,s,strd,0
name,name,c,,
",",",",n,,
Has,has,s,strd,0
found,found,s,,
a,a,s,considrd,0
fresh,fresh,s,,
competitor,competitor,s,,
in,in,s,considrd,0
glory,glory,c,,
",",",",n,,
(,(,c,,
Duke,duke,s,,
Montmorancie,montmorancie,c,,
",",",",s,,
Constable,constable,s,,
of,of,s,considrd,0
France,france,c,,
),),n,,
Who,who,s,considrd,0
drinks,drinks,s,strd,0
as,as,s,considrd,0
deep,deep,s,strd,0
as,as,s,considrd,0
he,he,s,considrd,0
of,of,s,considrd,0
the,the,s,considrd,0
stream,stream,s,strd,0
Royal,royal,c,strd,0
",",",",n,,
And,and,s,,
may,may,s,,
in,in,s,considrd,0
little,little,s,,
time,time,s,,
convert,convert,s,,
the,the,s,considrd,0
strength,strength,n,,
To,to,s,considrd,0
raise,raise,s,,
his,his,s,considrd,0
spring,spring,c,,
",",",",s,,
and,and,s,,
blow,blow,s,,
the,the,s,considrd,0
others,others,s,,
fall,fall,c,,
.,.,nn,,
The,the,s,considrd,0
world,world,s,,
would,would,s,,
wish,wish,s,,
it,it,s,,
so,so,c,,
",",",",s,,
that,that,s,considrd,0
will,will,s,,
not,not,s,,
patiently,patiently,n,,
Endure,endure,s,,
the,the,s,considrd,0
due,due,s,,
rise,rise,s,,
of,of,s,considrd,0
a,a,s,considrd,0
virtuous,virtuous,s,strd,0
man,man,c,,
.,.,nn,,
If,if,s,,
he,he,s,considrd,0
be,be,s,considrd,0
virtuous,virtuous,c,strd,0
",",",",s,,
what,what,s,,
is,is,s,considrd,0
the,the,s,considrd,0
reason,reason,n,,
That,that,s,considrd,0
men,men,s,,
affect,affect,s,,
him,him,s,,
not,not,c,,
",",",",s,,
why,why,s,,
is,is,s,considrd,0
he,he,s,considrd,0
lost,lost,n,,
Toth',toth',s,,
general,general,s,strd,0
opinion,opinion,c,,
",",",",s,,
and,and,s,,
become,become,n,,
Rather,rather,s,,
their,their,s,considrd,0
hate,hate,s,,
than,than,s,,
love,love,c,,
?,?,nn,,
I,i,s,considrd,0
wonder,wonder,s,,
you,you,n,considrd,0
Will,will,s,,
question,question,s,,
it,it,c,,
",",",",s,,
ask,ask,s,strd,0
a,a,s,considrd,0
ground,ground,s,,
or,or,s,considrd,0
reason,reason,n,,
Of,of,s,considrd,0
men,men,s,,
bred,bred,s,,
in,in,s,considrd,0
this,this,s,considrd,0
vile,vile,s,,
degenerate,degenerate,s,,
age,age,c,,
;,;,n,,
The,the,s,considrd,0
most,most,s,,
men,men,s,,
are,are,s,,
not,not,s,,
good,good,c,,
",",",",s,,
and,and,s,,
it,it,s,,
agrees,agrees,s,,
not,not,n,,
With,with,s,considrd,0
impious,impious,s,,
natures,natures,s,,
to,to,s,considrd,0
allow,allow,s,,
what,what,s,strd,0
is,is,s,strd,1
honest,honest,c,,
",",",",n,,
It,it,s,strd,0
Is,is,s,strd,1
an,an,s,,
offense,offense,s,strd,0
enough,enough,s,,
to,to,s,considrd,0
be,be,s,considrd,0
exalted,exalted,n,,
To,to,s,considrd,0
regal,regal,s,strd,0
favors,favors,c,strd,0
",",",",s,,
great,great,s,considrd,0
men,men,s,,
are,are,s,,
not,not,s,,
safe,safe,n,,
In,in,s,considrd,0
their,their,s,considrd,0
own,own,s,strd,0
vice,vice,c,,
",",",",s,,
where,where,s,,
good,good,s,,
men,men,s,,
by,by,s,considrd,0
the,the,s,considrd,0
hand,hand,n,,
Of,of,s,considrd,0
Kings,kings,s,,
are,are,s,,
planted,planted,s,,
to,to,s,considrd,0
survey,survey,s,,
their,their,s,considrd,0
workings,workings,c,,
;,;,n,,
What,what,s,,
man,man,s,,
was,was,s,,
ever,ever,s,,
fixed,fixed,s,strd,0
'ith,'ith,s,,
Sphere,sphere,s,,
of,of,s,considrd,0
honor,honor,c,strd,0
",",",",n,,
And,and,s,,
precious,precious,s,,
to,to,s,considrd,0
his,his,s,considrd,0
Sovereign,sovereign,c,strd,0
",",",",s,,
whose,whose,s,,
actions,actions,c,,
",",",",n,,
Nay,nay,s,,
very,very,s,,
soul,soul,s,strd,0
was,was,s,,
not,not,s,,
exposed,exposed,s,strd,0
to,to,s,considrd,0
every,every,n,,
Common,common,s,considrd,0
and,and,s,,
base,base,s,,
dissection,dissection,c,,
?,?,s,,
and,and,s,,
not,not,s,,
only,only,n,strd,0
That,that,s,considrd,0
